,Location,SessionId,Version,Level,matchId,groupId,clientId,Grade,Gender,Number.Older.Siblings,Number.Younger.Siblings,payoff,PlayerName,seekIsland,seekTime,hideIsland,hideTime
257,LF,d3s3,Kinder,1,7,3,6,1,Male,0,1,3,Farmer,N/A,N/A,3,4666
258,LF,d3s3,Kinder,1,7,3,9,1,Male,N/A,N/A,0,Pirate,4,5550,N/A,N/A
259,LF,d3s3,Kinder,1,7,4,1,1,Male,1,0,8,Farmer,N/A,N/A,8,32733
260,LF,d3s3,Kinder,1,7,4,7,1,Male,2,1,0,Pirate,3,6253,N/A,N/A
261,LF,d3s3,Kinder,1,8,0,0,1,Female,N/A,N/A,0,Farmer,N/A,N/A,4,8020
262,LF,d3s3,Kinder,1,8,0,8,1,Female,N/A,N/A,4,Pirate,4,7493,N/A,N/A
263,LF,d3s3,Kinder,1,8,1,3,1,Male,0,0,0,Farmer,N/A,N/A,8,9141
264,LF,d3s3,Kinder,1,8,1,5,1,Female,N/A,N/A,8,Pirate,8,9385,N/A,N/A
265,LF,d3s3,Kinder,1,8,2,2,1,Female,N/A,N/A,3,Farmer,N/A,N/A,3,5789
266,LF,d3s3,Kinder,1,8,2,4,1,Female,N/A,N/A,0,Pirate,8,5226,N/A,N/A
267,LF,d3s3,Kinder,1,8,3,6,1,Male,0,1,0,Pirate,3,14702,N/A,N/A
268,LF,d3s3,Kinder,1,8,3,9,1,Male,N/A,N/A,4,Farmer,N/A,N/A,4,55448
269,LF,d3s3,Kinder,1,8,4,1,1,Male,1,0,0,Pirate,3,30208,N/A,N/A
270,LF,d3s3,Kinder,1,8,4,7,1,Male,2,1,4,Farmer,N/A,N/A,4,6703
271,LF,d4s2,Kinder,1,2,0,0,0,Female,0,1,0,Farmer,N/A,N/A,8,20754
272,LF,d4s2,Kinder,1,2,0,2,0,Female,1,0,8,Pirate,8,5097,N/A,N/A
273,LF,d4s2,Kinder,1,2,1,5,0,Male,1,0,8,Pirate,8,10012,N/A,N/A
274,LF,d4s2,Kinder,1,2,1,11,0,Male,1,1,0,Farmer,N/A,N/A,8,7100
275,LF,d4s2,Kinder,1,2,2,1,0,Male,0,2,0,Pirate,4,93411,N/A,N/A
276,LF,d4s2,Kinder,1,2,2,10,0,Male,0,1,8,Farmer,N/A,N/A,8,10381
277,LF,d4s2,Kinder,1,2,3,3,0,Male,1,0,0,Farmer,N/A,N/A,8,17131
278,LF,d4s2,Kinder,1,2,3,8,0,Female,0,1,8,Pirate,8,46852,N/A,N/A
279,LF,d4s2,Kinder,1,2,4,6,0,Male,1,0,0,Farmer,N/A,N/A,8,12079
280,LF,d4s2,Kinder,1,2,4,9,0,Female,0,1,8,Pirate,8,10063,N/A,N/A
281,LF,d4s2,Kinder,1,2,5,4,0,Female,2,0,8,Pirate,8,11595,N/A,N/A
282,LF,d4s2,Kinder,1,2,5,7,0,Female,1,0,0,Farmer,N/A,N/A,8,11744
283,LF,d4s2,Kinder,1,3,0,0,0,Female,0,1,0,Pirate,3,26280,N/A,N/A
284,LF,d4s2,Kinder,1,3,0,2,0,Female,1,0,8,Farmer,N/A,N/A,8,15402
285,LF,d4s2,Kinder,1,3,1,5,0,Male,1,0,0,Farmer,N/A,N/A,8,6046
286,LF,d4s2,Kinder,1,3,1,11,0,Male,1,1,8,Pirate,8,4562,N/A,N/A
287,LF,d4s2,Kinder,1,3,2,1,0,Male,0,2,4,Farmer,N/A,N/A,4,19394
288,LF,d4s2,Kinder,1,3,2,10,0,Male,0,1,0,Pirate,3,23869,N/A,N/A
289,LF,d4s2,Kinder,1,3,3,3,0,Male,1,0,3,Pirate,3,22804,N/A,N/A
290,LF,d4s2,Kinder,1,3,3,8,0,Female,0,1,0,Farmer,N/A,N/A,3,30852
291,LF,d4s2,Kinder,1,3,4,6,0,Male,1,0,0,Pirate,3,19694,N/A,N/A
292,LF,d4s2,Kinder,1,3,4,9,0,Female,0,1,8,Farmer,N/A,N/A,8,6172
293,LF,d4s2,Kinder,1,3,5,4,0,Female,2,0,8,Farmer,N/A,N/A,8,9111
294,LF,d4s2,Kinder,1,3,5,7,0,Female,1,0,0,Pirate,4,21240,N/A,N/A
295,LF,d4s2,Kinder,1,4,0,0,0,Female,0,1,0,Farmer,N/A,N/A,4,24276
296,LF,d4s2,Kinder,1,4,0,2,0,Female,1,0,4,Pirate,4,6461,N/A,N/A
297,LF,d4s2,Kinder,1,4,1,5,0,Male,1,0,0,Pirate,8,10150,N/A,N/A
298,LF,d4s2,Kinder,1,4,1,11,0,Male,1,1,4,Farmer,N/A,N/A,4,11734
299,LF,d4s2,Kinder,1,4,2,1,0,Male,0,2,0,Pirate,8,14252,N/A,N/A
300,LF,d4s2,Kinder,1,4,2,10,0,Male,0,1,4,Farmer,N/A,N/A,4,21770
301,LF,d4s2,Kinder,1,4,3,3,0,Male,1,0,8,Farmer,N/A,N/A,8,10671
302,LF,d4s2,Kinder,1,4,3,8,0,Female,0,1,0,Pirate,3,8262,N/A,N/A
303,LF,d4s2,Kinder,1,4,4,6,0,Male,1,0,0,Farmer,N/A,N/A,3,15516
304,LF,d4s2,Kinder,1,4,4,9,0,Female,0,1,3,Pirate,3,10626,N/A,N/A
305,LF,d4s2,Kinder,1,4,5,4,0,Female,2,0,8,Pirate,8,3539,N/A,N/A
306,LF,d4s2,Kinder,1,4,5,7,0,Female,1,0,0,Farmer,N/A,N/A,8,29455
307,LF,d4s2,Kinder,1,5,0,0,0,Female,0,1,8,Pirate,8,40806,N/A,N/A
308,LF,d4s2,Kinder,1,5,0,2,0,Female,1,0,0,Farmer,N/A,N/A,8,5986
309,LF,d4s2,Kinder,1,5,1,5,0,Male,1,0,3,Farmer,N/A,N/A,3,35880
310,LF,d4s2,Kinder,1,5,1,11,0,Male,1,1,0,Pirate,4,3824,N/A,N/A
311,LF,d4s2,Kinder,1,5,2,1,0,Male,0,2,3,Farmer,N/A,N/A,3,4099
312,LF,d4s2,Kinder,1,5,2,10,0,Male,0,1,0,Pirate,4,11749,N/A,N/A
313,LF,d4s2,Kinder,1,5,3,3,0,Male,1,0,4,Pirate,4,27736,N/A,N/A
314,LF,d4s2,Kinder,1,5,3,8,0,Female,0,1,0,Farmer,N/A,N/A,4,19747
315,LF,d4s2,Kinder,1,5,4,6,0,Male,1,0,4,Pirate,4,17098,N/A,N/A
316,LF,d4s2,Kinder,1,5,4,9,0,Female,0,1,0,Farmer,N/A,N/A,4,26813
317,LF,d4s2,Kinder,1,5,5,4,0,Female,2,0,8,Farmer,N/A,N/A,8,8436
318,LF,d4s2,Kinder,1,5,5,7,0,Female,1,0,0,Pirate,3,7998,N/A,N/A
319,LF,d4s2,Kinder,1,6,0,0,0,Female,0,1,0,Farmer,N/A,N/A,3,54722
320,LF,d4s2,Kinder,1,6,0,2,0,Female,1,0,3,Pirate,3,10788,N/A,N/A
321,LF,d4s2,Kinder,1,6,1,5,0,Male,1,0,0,Pirate,8,16697,N/A,N/A
322,LF,d4s2,Kinder,1,6,1,11,0,Male,1,1,3,Farmer,N/A,N/A,3,4560
323,LF,d4s2,Kinder,1,6,2,1,0,Male,0,2,4,Pirate,4,18118,N/A,N/A
324,LF,d4s2,Kinder,1,6,2,10,0,Male,0,1,0,Farmer,N/A,N/A,4,15871
325,LF,d4s2,Kinder,1,6,3,3,0,Male,1,0,0,Farmer,N/A,N/A,4,4048
326,LF,d4s2,Kinder,1,6,3,8,0,Female,0,1,4,Pirate,4,15045,N/A,N/A
327,LF,d4s2,Kinder,1,6,4,6,0,Male,1,0,8,Farmer,N/A,N/A,8,9813
328,LF,d4s2,Kinder,1,6,4,9,0,Female,0,1,0,Pirate,4,14767,N/A,N/A
329,LF,d4s2,Kinder,1,6,5,4,0,Female,2,0,0,Pirate,4,4875,N/A,N/A
330,LF,d4s2,Kinder,1,6,5,7,0,Female,1,0,8,Farmer,N/A,N/A,8,14260
331,LF,d4s2,Kinder,1,7,0,0,0,Female,0,1,0,Pirate,4,84694,N/A,N/A
332,LF,d4s2,Kinder,1,7,0,2,0,Female,1,0,8,Farmer,N/A,N/A,8,6298
333,LF,d4s2,Kinder,1,7,1,5,0,Male,1,0,4,Farmer,N/A,N/A,4,9547
334,LF,d4s2,Kinder,1,7,1,11,0,Male,1,1,0,Pirate,3,5402,N/A,N/A
335,LF,d4s2,Kinder,1,7,2,1,0,Male,0,2,0,Farmer,N/A,N/A,3,15269
336,LF,d4s2,Kinder,1,7,2,10,0,Male,0,1,3,Pirate,3,9603,N/A,N/A
337,LF,d4s2,Kinder,1,7,3,3,0,Male,1,0,0,Pirate,8,28861,N/A,N/A
338,LF,d4s2,Kinder,1,7,3,8,0,Female,0,1,4,Farmer,N/A,N/A,4,50488
339,LF,d4s2,Kinder,1,7,4,6,0,Male,1,0,0,Pirate,8,9158,N/A,N/A
340,LF,d4s2,Kinder,1,7,4,9,0,Female,0,1,3,Farmer,N/A,N/A,3,17235
341,LF,d4s2,Kinder,1,7,5,4,0,Female,2,0,4,Farmer,N/A,N/A,4,9084
342,LF,d4s2,Kinder,1,7,5,7,0,Female,1,0,0,Pirate,8,7134,N/A,N/A
343,LF,d4s2,Kinder,1,8,0,0,0,Female,0,1,0,Farmer,N/A,N/A,3,23945
344,LF,d4s2,Kinder,1,8,0,2,0,Female,1,0,3,Pirate,3,21514,N/A,N/A
345,LF,d4s2,Kinder,1,8,1,5,0,Male,1,0,0,Pirate,3,5578,N/A,N/A
346,LF,d4s2,Kinder,1,8,1,11,0,Male,1,1,8,Farmer,N/A,N/A,8,22724
347,LF,d4s2,Kinder,1,8,2,1,0,Male,0,2,0,Pirate,3,11511,N/A,N/A
348,LF,d4s2,Kinder,1,8,2,10,0,Male,0,1,8,Farmer,N/A,N/A,8,18022
349,LF,d4s2,Kinder,1,8,3,3,0,Male,1,0,3,Farmer,N/A,N/A,3,14427
350,LF,d4s2,Kinder,1,8,3,8,0,Female,0,1,0,Pirate,8,7185,N/A,N/A
351,LF,d4s2,Kinder,1,8,4,6,0,Male,1,0,8,Farmer,N/A,N/A,8,26970
352,LF,d4s2,Kinder,1,8,4,9,0,Female,0,1,0,Pirate,3,13298,N/A,N/A
353,LF,d4s2,Kinder,1,8,5,4,0,Female,2,0,0,Pirate,3,6173,N/A,N/A
354,LF,d4s2,Kinder,1,8,5,7,0,Female,1,0,4,Farmer,N/A,N/A,4,5092
355,LF,d4s2,Kinder,1,9,0,0,0,Female,0,1,0,Pirate,4,70270,N/A,N/A
356,LF,d4s2,Kinder,1,9,0,2,0,Female,1,0,8,Farmer,N/A,N/A,8,5284
357,LF,d4s2,Kinder,1,9,1,5,0,Male,1,0,0,Farmer,N/A,N/A,8,9147
358,LF,d4s2,Kinder,1,9,1,11,0,Male,1,1,8,Pirate,8,4306,N/A,N/A
359,LF,d4s2,Kinder,1,9,2,1,0,Male,0,2,0,Farmer,N/A,N/A,8,6368
360,LF,d4s2,Kinder,1,9,2,10,0,Male,0,1,8,Pirate,8,10590,N/A,N/A
361,LF,d4s2,Kinder,1,9,3,3,0,Male,1,0,0,Pirate,4,25345,N/A,N/A
362,LF,d4s2,Kinder,1,9,3,8,0,Female,0,1,8,Farmer,N/A,N/A,8,29965
363,LF,d4s2,Kinder,1,9,4,6,0,Male,1,0,0,Pirate,3,42944,N/A,N/A
364,LF,d4s2,Kinder,1,9,4,9,0,Female,0,1,8,Farmer,N/A,N/A,8,18250
365,LF,d4s2,Kinder,1,9,5,4,0,Female,2,0,0,Farmer,N/A,N/A,3,11703
366,LF,d4s2,Kinder,1,9,5,7,0,Female,1,0,3,Pirate,3,17807,N/A,N/A
367,LF,d4s2,Kinder,1,10,0,0,0,Female,0,1,8,Farmer,N/A,N/A,8,7770
368,LF,d4s2,Kinder,1,10,0,2,0,Female,1,0,0,Pirate,4,26863,N/A,N/A
369,LF,d4s2,Kinder,1,10,1,5,0,Male,1,0,0,Pirate,8,21306,N/A,N/A
370,LF,d4s2,Kinder,1,10,1,11,0,Male,1,1,4,Farmer,N/A,N/A,4,38118
371,LF,d4s2,Kinder,1,10,2,1,0,Male,0,2,0,Pirate,8,59357,N/A,N/A
372,LF,d4s2,Kinder,1,10,2,10,0,Male,0,1,3,Farmer,N/A,N/A,3,11118
373,LF,d4s2,Kinder,1,10,3,3,0,Male,1,0,0,Farmer,N/A,N/A,3,10801
374,LF,d4s2,Kinder,1,10,3,8,0,Female,0,1,3,Pirate,3,9756,N/A,N/A
375,LF,d4s2,Kinder,1,10,4,6,0,Male,1,0,4,Farmer,N/A,N/A,4,17849
376,LF,d4s2,Kinder,1,10,4,9,0,Female,0,1,0,Pirate,8,15782,N/A,N/A
377,LF,d4s2,Kinder,1,10,5,4,0,Female,2,0,8,Pirate,8,15892,N/A,N/A
378,LF,d4s2,Kinder,1,10,5,7,0,Female,1,0,0,Farmer,N/A,N/A,8,6694
379,LF,d4s2,Kinder,1,11,0,0,0,Female,0,1,8,Pirate,8,20044,N/A,N/A
380,LF,d4s2,Kinder,1,11,0,2,0,Female,1,0,0,Farmer,N/A,N/A,8,12442
381,LF,d4s2,Kinder,1,11,1,5,0,Male,1,0,8,Farmer,N/A,N/A,8,6607
382,LF,d4s2,Kinder,1,11,1,11,0,Male,1,1,0,Pirate,4,8450,N/A,N/A
383,LF,d4s2,Kinder,1,11,2,1,0,Male,0,2,4,Farmer,N/A,N/A,4,5558
384,LF,d4s2,Kinder,1,11,2,10,0,Male,0,1,0,Pirate,3,31618,N/A,N/A
385,LF,d4s2,Kinder,1,11,3,3,0,Male,1,0,8,Pirate,8,32013,N/A,N/A
386,LF,d4s2,Kinder,1,11,3,8,0,Female,0,1,0,Farmer,N/A,N/A,8,38535
387,LF,d4s2,Kinder,1,11,4,6,0,Male,1,0,0,Pirate,8,18455,N/A,N/A
388,LF,d4s2,Kinder,1,11,4,9,0,Female,0,1,3,Farmer,N/A,N/A,3,14094
389,LF,d4s2,Kinder,1,11,5,4,0,Female,2,0,0,Farmer,N/A,N/A,8,49556
390,LF,d4s2,Kinder,1,11,5,7,0,Female,1,0,8,Pirate,8,27403,N/A,N/A
391,LF,d4s2,Kinder,1,12,0,0,0,Female,0,1,4,Farmer,N/A,N/A,4,50690
392,LF,d4s2,Kinder,1,12,0,2,0,Female,1,0,0,Pirate,8,21006,N/A,N/A
393,LF,d4s2,Kinder,1,12,1,5,0,Male,1,0,0,Pirate,8,13079,N/A,N/A
394,LF,d4s2,Kinder,1,12,1,11,0,Male,1,1,3,Farmer,N/A,N/A,3,4378
395,LF,d4s2,Kinder,1,12,2,1,0,Male,0,2,0,Pirate,4,31318,N/A,N/A
396,LF,d4s2,Kinder,1,12,2,10,0,Male,0,1,3,Farmer,N/A,N/A,3,11675
397,LF,d4s2,Kinder,1,12,3,3,0,Male,1,0,4,Farmer,N/A,N/A,4,8494
398,LF,d4s2,Kinder,1,12,3,8,0,Female,0,1,0,Pirate,8,7669,N/A,N/A
399,LF,d4s2,Kinder,1,12,4,6,0,Male,1,0,3,Farmer,N/A,N/A,3,92814
400,LF,d4s2,Kinder,1,12,4,9,0,Female,0,1,0,Pirate,4,15750,N/A,N/A
401,LF,d4s2,Kinder,1,12,5,4,0,Female,2,0,8,Pirate,8,30094,N/A,N/A
402,LF,d4s2,Kinder,1,12,5,7,0,Female,1,0,0,Farmer,N/A,N/A,8,4175
403,LF,d4s2,Kinder,1,13,0,0,0,Female,0,1,0,Pirate,4,14860,N/A,N/A
404,LF,d4s2,Kinder,1,13,0,2,0,Female,1,0,8,Farmer,N/A,N/A,8,2863
405,LF,d4s2,Kinder,1,13,1,5,0,Male,1,0,4,Farmer,N/A,N/A,4,33607
406,LF,d4s2,Kinder,1,13,1,11,0,Male,1,1,0,Pirate,3,14248,N/A,N/A
407,LF,d4s2,Kinder,1,13,2,1,0,Male,0,2,3,Farmer,N/A,N/A,3,17333
408,LF,d4s2,Kinder,1,13,2,10,0,Male,0,1,0,Pirate,8,8393,N/A,N/A
409,LF,d4s2,Kinder,1,13,3,3,0,Male,1,0,8,Pirate,8,41770,N/A,N/A
410,LF,d4s2,Kinder,1,13,3,8,0,Female,0,1,0,Farmer,N/A,N/A,8,12644
411,LF,d4s2,Kinder,1,13,4,6,0,Male,1,0,0,Pirate,4,7047,N/A,N/A
412,LF,d4s2,Kinder,1,13,4,9,0,Female,0,1,8,Farmer,N/A,N/A,8,9126
413,LF,d4s2,Kinder,1,13,5,4,0,Female,2,0,0,Farmer,N/A,N/A,4,18237
414,LF,d4s2,Kinder,1,13,5,7,0,Female,1,0,4,Pirate,4,11598,N/A,N/A
415,LF,d5s1,Kinder,1,2,0,5,1,Female,0,2,0,Pirate,4,15652,N/A,N/A
416,LF,d5s1,Kinder,1,2,0,7,1,Female,1,0,8,Farmer,N/A,N/A,8,5419
417,LF,d5s1,Kinder,1,2,1,1,1,Male,1,0,4,Farmer,N/A,N/A,4,38936
418,LF,d5s1,Kinder,1,2,1,2,1,Female,0,0,0,Pirate,8,10626,N/A,N/A
419,LF,d5s1,Kinder,1,2,2,0,1,Male,0,2,3,Pirate,3,10322,N/A,N/A
420,LF,d5s1,Kinder,1,2,2,4,1,Female,0,1,0,Farmer,N/A,N/A,3,9876
421,LF,d5s1,Kinder,1,2,3,3,1,Male,1,0,4,Pirate,4,5725,N/A,N/A
422,LF,d5s1,Kinder,1,2,3,8,1,Female,2,0,0,Farmer,N/A,N/A,4,10632
423,LF,d5s1,Kinder,1,2,4,6,1,Male,0,1,8,Pirate,8,18954,N/A,N/A
424,LF,d5s1,Kinder,1,2,4,11,1,Male,1,0,0,Farmer,N/A,N/A,8,7937
425,LF,d5s1,Kinder,1,2,5,9,1,Male,3+,2,8,Farmer,N/A,N/A,8,17864
426,LF,d5s1,Kinder,1,2,5,10,1,Male,1,0,0,Pirate,3,5035,N/A,N/A
427,LF,d5s1,Kinder,1,3,0,5,1,Female,0,2,0,Farmer,N/A,N/A,4,25059
428,LF,d5s1,Kinder,1,3,0,7,1,Female,1,0,4,Pirate,4,16442,N/A,N/A
429,LF,d5s1,Kinder,1,3,1,1,1,Male,1,0,0,Pirate,4,38455,N/A,N/A
430,LF,d5s1,Kinder,1,3,1,2,1,Female,0,0,8,Farmer,N/A,N/A,8,6860
431,LF,d5s1,Kinder,1,3,2,0,1,Male,0,2,0,Farmer,N/A,N/A,8,9085
432,LF,d5s1,Kinder,1,3,2,4,1,Female,0,1,8,Pirate,8,52846,N/A,N/A
433,LF,d5s1,Kinder,1,3,3,3,1,Male,1,0,0,Farmer,N/A,N/A,8,3683
434,LF,d5s1,Kinder,1,3,3,8,1,Female,2,0,8,Pirate,8,29628,N/A,N/A
435,LF,d5s1,Kinder,1,3,4,6,1,Male,0,1,3,Farmer,N/A,N/A,3,24382
436,LF,d5s1,Kinder,1,3,4,11,1,Male,1,0,0,Pirate,8,56757,N/A,N/A
437,LF,d5s1,Kinder,1,3,5,9,1,Male,3+,2,0,Pirate,4,51534,N/A,N/A
438,LF,d5s1,Kinder,1,3,5,10,1,Male,1,0,8,Farmer,N/A,N/A,8,11777
439,LF,d5s1,Kinder,1,4,0,5,1,Female,0,2,0,Pirate,8,16368,N/A,N/A
440,LF,d5s1,Kinder,1,4,0,7,1,Female,1,0,4,Farmer,N/A,N/A,4,75343
441,LF,d5s1,Kinder,1,4,1,1,1,Male,1,0,8,Farmer,N/A,N/A,8,13275
442,LF,d5s1,Kinder,1,4,1,2,1,Female,0,0,0,Pirate,4,25085,N/A,N/A
443,LF,d5s1,Kinder,1,4,2,0,1,Male,0,2,0,Pirate,4,10279,N/A,N/A
444,LF,d5s1,Kinder,1,4,2,4,1,Female,0,1,8,Farmer,N/A,N/A,8,8000
445,LF,d5s1,Kinder,1,4,3,3,1,Male,1,0,0,Pirate,8,23753,N/A,N/A
446,LF,d5s1,Kinder,1,4,3,8,1,Female,2,0,4,Farmer,N/A,N/A,4,19564
447,LF,d5s1,Kinder,1,4,4,6,1,Male,0,1,0,Pirate,3,26018,N/A,N/A
448,LF,d5s1,Kinder,1,4,4,11,1,Male,1,0,8,Farmer,N/A,N/A,8,17012
449,LF,d5s1,Kinder,1,4,5,9,1,Male,3+,2,3,Farmer,N/A,N/A,3,9659
450,LF,d5s1,Kinder,1,4,5,10,1,Male,1,0,0,Pirate,4,9523,N/A,N/A
451,LF,d5s1,Kinder,1,5,0,5,1,Female,0,2,3,Farmer,N/A,N/A,3,16719
452,LF,d5s1,Kinder,1,5,0,7,1,Female,1,0,0,Pirate,8,5361,N/A,N/A
453,LF,d5s1,Kinder,1,5,1,1,1,Male,1,0,8,Pirate,8,15881,N/A,N/A
454,LF,d5s1,Kinder,1,5,1,2,1,Female,0,0,0,Farmer,N/A,N/A,8,10328
455,LF,d5s1,Kinder,1,5,2,0,1,Male,0,2,4,Farmer,N/A,N/A,4,8754
456,LF,d5s1,Kinder,1,5,2,4,1,Female,0,1,0,Pirate,8,8470,N/A,N/A
457,LF,d5s1,Kinder,1,5,3,3,1,Male,1,0,4,Farmer,N/A,N/A,4,6894
458,LF,d5s1,Kinder,1,5,3,8,1,Female,2,0,0,Pirate,8,27241,N/A,N/A
459,LF,d5s1,Kinder,1,5,4,6,1,Male,0,1,4,Farmer,N/A,N/A,4,18768
460,LF,d5s1,Kinder,1,5,4,11,1,Male,1,0,0,Pirate,8,13434,N/A,N/A
461,LF,d5s1,Kinder,1,5,5,9,1,Male,3+,2,4,Pirate,4,36296,N/A,N/A
462,LF,d5s1,Kinder,1,5,5,10,1,Male,1,0,0,Farmer,N/A,N/A,4,16605
463,LF,d5s1,Kinder,1,6,0,5,1,Female,0,2,3,Pirate,3,5117,N/A,N/A
464,LF,d5s1,Kinder,1,6,0,7,1,Female,1,0,0,Farmer,N/A,N/A,3,44711
465,LF,d5s1,Kinder,1,6,1,1,1,Male,1,0,4,Farmer,N/A,N/A,4,18028
466,LF,d5s1,Kinder,1,6,1,2,1,Female,0,0,0,Pirate,8,5422,N/A,N/A
467,LF,d5s1,Kinder,1,6,2,0,1,Male,0,2,0,Pirate,4,13046,N/A,N/A
468,LF,d5s1,Kinder,1,6,2,4,1,Female,0,1,3,Farmer,N/A,N/A,3,28735
469,LF,d5s1,Kinder,1,6,3,3,1,Male,1,0,3,Pirate,3,4063,N/A,N/A
470,LF,d5s1,Kinder,1,6,3,8,1,Female,2,0,0,Farmer,N/A,N/A,3,11170
471,LF,d5s1,Kinder,1,6,4,6,1,Male,0,1,0,Pirate,8,16663,N/A,N/A
472,LF,d5s1,Kinder,1,6,4,11,1,Male,1,0,4,Farmer,N/A,N/A,4,20430
473,LF,d5s1,Kinder,1,6,5,9,1,Male,3+,2,3,Farmer,N/A,N/A,3,20652
474,LF,d5s1,Kinder,1,6,5,10,1,Male,1,0,0,Pirate,8,4625,N/A,N/A
475,LF,d5s1,Kinder,1,7,0,5,1,Female,0,2,8,Farmer,N/A,N/A,8,17913
476,LF,d5s1,Kinder,1,7,0,7,1,Female,1,0,0,Pirate,3,6653,N/A,N/A
477,LF,d5s1,Kinder,1,7,1,1,1,Male,1,0,0,Pirate,3,18806,N/A,N/A
478,LF,d5s1,Kinder,1,7,1,2,1,Female,0,0,8,Farmer,N/A,N/A,8,43322
479,LF,d5s1,Kinder,1,7,2,0,1,Male,0,2,0,Farmer,N/A,N/A,8,9138
480,LF,d5s1,Kinder,1,7,2,4,1,Female,0,1,8,Pirate,8,24376,N/A,N/A
481,LF,d5s1,Kinder,1,7,3,3,1,Male,1,0,3,Farmer,N/A,N/A,3,5226
482,LF,d5s1,Kinder,1,7,3,8,1,Female,2,0,0,Pirate,4,10166,N/A,N/A
483,LF,d5s1,Kinder,1,7,4,6,1,Male,0,1,8,Farmer,N/A,N/A,8,71169
484,LF,d5s1,Kinder,1,7,4,11,1,Male,1,0,0,Pirate,4,4394,N/A,N/A
485,LF,d5s1,Kinder,1,7,5,9,1,Male,3+,2,0,Pirate,8,4886,N/A,N/A
486,LF,d5s1,Kinder,1,7,5,10,1,Male,1,0,3,Farmer,N/A,N/A,3,8163
487,LF,d5s1,Kinder,1,8,0,5,1,Female,0,2,8,Pirate,8,15733,N/A,N/A
488,LF,d5s1,Kinder,1,8,0,7,1,Female,1,0,0,Farmer,N/A,N/A,8,37558
489,LF,d5s1,Kinder,1,8,1,1,1,Male,1,0,8,Farmer,N/A,N/A,8,34022
490,LF,d5s1,Kinder,1,8,1,2,1,Female,0,0,0,Pirate,3,47633,N/A,N/A
491,LF,d5s1,Kinder,1,8,2,0,1,Male,0,2,0,Pirate,4,56928,N/A,N/A
492,LF,d5s1,Kinder,1,8,2,4,1,Female,0,1,3,Farmer,N/A,N/A,3,11469
493,LF,d5s1,Kinder,1,8,3,3,1,Male,1,0,0,Pirate,3,6263,N/A,N/A
494,LF,d5s1,Kinder,1,8,3,8,1,Female,2,0,8,Farmer,N/A,N/A,8,21028
495,LF,d5s1,Kinder,1,8,4,6,1,Male,0,1,0,Pirate,8,54308,N/A,N/A
496,LF,d5s1,Kinder,1,8,4,11,1,Male,1,0,3,Farmer,N/A,N/A,3,16529
497,LF,d5s1,Kinder,1,8,5,9,1,Male,3+,2,8,Farmer,N/A,N/A,8,12126
498,LF,d5s1,Kinder,1,8,5,10,1,Male,1,0,0,Pirate,4,9289,N/A,N/A
499,LF,d5s1,Kinder,1,9,0,5,1,Female,0,2,3,Farmer,N/A,N/A,3,11957
500,LF,d5s1,Kinder,1,9,0,7,1,Female,1,0,0,Pirate,8,5186,N/A,N/A
501,LF,d5s1,Kinder,1,9,1,1,1,Male,1,0,0,Pirate,3,44655,N/A,N/A
502,LF,d5s1,Kinder,1,9,1,2,1,Female,0,0,8,Farmer,N/A,N/A,8,5953
503,LF,d5s1,Kinder,1,9,2,0,1,Male,0,2,4,Farmer,N/A,N/A,4,16906
504,LF,d5s1,Kinder,1,9,2,4,1,Female,0,1,0,Pirate,3,15844,N/A,N/A
505,LF,d5s1,Kinder,1,9,3,3,1,Male,1,0,8,Farmer,N/A,N/A,8,13875
506,LF,d5s1,Kinder,1,9,3,8,1,Female,2,0,0,Pirate,3,12642,N/A,N/A
507,LF,d5s1,Kinder,1,9,4,6,1,Male,0,1,0,Farmer,N/A,N/A,8,3965
508,LF,d5s1,Kinder,1,9,4,11,1,Male,1,0,8,Pirate,8,5633,N/A,N/A
509,LF,d5s1,Kinder,1,9,5,9,1,Male,3+,2,3,Pirate,3,26023,N/A,N/A
510,LF,d5s1,Kinder,1,9,5,10,1,Male,1,0,0,Farmer,N/A,N/A,3,6436
511,LF,d5s1,Kinder,1,10,0,5,1,Female,0,2,0,Pirate,8,10286,N/A,N/A
512,LF,d5s1,Kinder,1,10,0,7,1,Female,1,0,4,Farmer,N/A,N/A,4,81310
513,LF,d5s1,Kinder,1,10,1,1,1,Male,1,0,0,Farmer,N/A,N/A,3,26993
514,LF,d5s1,Kinder,1,10,1,2,1,Female,0,0,3,Pirate,3,17573,N/A,N/A
515,LF,d5s1,Kinder,1,10,2,0,1,Male,0,2,0,Pirate,8,12083,N/A,N/A
516,LF,d5s1,Kinder,1,10,2,4,1,Female,0,1,4,Farmer,N/A,N/A,4,10829
517,LF,d5s1,Kinder,1,10,3,3,1,Male,1,0,4,Pirate,4,1938,N/A,N/A
518,LF,d5s1,Kinder,1,10,3,8,1,Female,2,0,0,Farmer,N/A,N/A,4,24384
519,LF,d5s1,Kinder,1,10,4,6,1,Male,0,1,0,Pirate,8,16456,N/A,N/A
520,LF,d5s1,Kinder,1,10,4,11,1,Male,1,0,4,Farmer,N/A,N/A,4,11110
521,LF,d5s1,Kinder,1,10,5,9,1,Male,3+,2,3,Farmer,N/A,N/A,3,9889
522,LF,d5s1,Kinder,1,10,5,10,1,Male,1,0,0,Pirate,8,12958,N/A,N/A
