participant.id_in_session,participant.code,participant.payoff,player.id_in_group,player.P1,player.P2,player.payoff,subsession.round_number,subsession.treatment_type,subsession.num_initial_points,subsession.X,subsession.Y,subsession.Z,subsession.subsession_pk,session.code,session.label
2,6fuqpyn0,676,2,40,40,6,15,1,300,30,40,8,795,4smpdl5j,D2S2a
3,vw3q4vds,748,3,30,30,8,15,1,300,30,40,8,795,4smpdl5j,D2S2a
4,noif77xp,643,4,30,30,8,15,1,300,30,40,8,795,4smpdl5j,D2S2a
5,rn39l4is,666,5,31,31,7,15,1,300,30,40,8,795,4smpdl5j,D2S2a
6,5do9lspy,698,6,30,30,8,15,1,300,30,40,8,795,4smpdl5j,D2S2a
7,j9bchpv5,578,7,31,31,7,15,1,300,30,40,8,795,4smpdl5j,D2S2a
8,19n9q2ei,596,8,40,40,6,15,1,300,30,40,8,795,4smpdl5j,D2S2a
9,3frs3wxz,618,9,30,30,8,15,1,300,30,40,8,795,4smpdl5j,D2S2a
1,gimaqipa,718,1,,,0,16,,300,,,,796,4smpdl5j,D2S2a
2,6fuqpyn0,676,2,,,0,16,,300,,,,796,4smpdl5j,D2S2a
3,vw3q4vds,748,3,,,0,16,,300,,,,796,4smpdl5j,D2S2a
4,noif77xp,643,4,,,0,16,,300,,,,796,4smpdl5j,D2S2a
5,rn39l4is,666,5,,,0,16,,300,,,,796,4smpdl5j,D2S2a
6,5do9lspy,698,6,,,0,16,,300,,,,796,4smpdl5j,D2S2a
7,j9bchpv5,578,7,,,0,16,,300,,,,796,4smpdl5j,D2S2a
8,19n9q2ei,596,8,,,0,16,,300,,,,796,4smpdl5j,D2S2a
9,3frs3wxz,618,9,,,0,16,,300,,,,796,4smpdl5j,D2S2a
1,gimaqipa,718,1,,,0,17,,300,,,,797,4smpdl5j,D2S2a
2,6fuqpyn0,676,2,,,0,17,,300,,,,797,4smpdl5j,D2S2a
3,vw3q4vds,748,3,,,0,17,,300,,,,797,4smpdl5j,D2S2a
4,noif77xp,643,4,,,0,17,,300,,,,797,4smpdl5j,D2S2a
5,rn39l4is,666,5,,,0,17,,300,,,,797,4smpdl5j,D2S2a
6,5do9lspy,698,6,,,0,17,,300,,,,797,4smpdl5j,D2S2a
7,j9bchpv5,578,7,,,0,17,,300,,,,797,4smpdl5j,D2S2a
8,19n9q2ei,596,8,,,0,17,,300,,,,797,4smpdl5j,D2S2a
9,3frs3wxz,618,9,,,0,17,,300,,,,797,4smpdl5j,D2S2a
1,gimaqipa,718,1,,,0,18,,300,,,,798,4smpdl5j,D2S2a
2,6fuqpyn0,676,2,,,0,18,,300,,,,798,4smpdl5j,D2S2a
3,vw3q4vds,748,3,,,0,18,,300,,,,798,4smpdl5j,D2S2a
4,noif77xp,643,4,,,0,18,,300,,,,798,4smpdl5j,D2S2a
5,rn39l4is,666,5,,,0,18,,300,,,,798,4smpdl5j,D2S2a
6,5do9lspy,698,6,,,0,18,,300,,,,798,4smpdl5j,D2S2a
7,j9bchpv5,578,7,,,0,18,,300,,,,798,4smpdl5j,D2S2a
8,19n9q2ei,596,8,,,0,18,,300,,,,798,4smpdl5j,D2S2a
9,3frs3wxz,618,9,,,0,18,,300,,,,798,4smpdl5j,D2S2a
1,gimaqipa,718,1,,,0,19,,300,,,,799,4smpdl5j,D2S2a
2,6fuqpyn0,676,2,,,0,19,,300,,,,799,4smpdl5j,D2S2a
3,vw3q4vds,748,3,,,0,19,,300,,,,799,4smpdl5j,D2S2a
4,noif77xp,643,4,,,0,19,,300,,,,799,4smpdl5j,D2S2a
5,rn39l4is,666,5,,,0,19,,300,,,,799,4smpdl5j,D2S2a
6,5do9lspy,698,6,,,0,19,,300,,,,799,4smpdl5j,D2S2a
7,j9bchpv5,578,7,,,0,19,,300,,,,799,4smpdl5j,D2S2a
8,19n9q2ei,596,8,,,0,19,,300,,,,799,4smpdl5j,D2S2a
9,3frs3wxz,618,9,,,0,19,,300,,,,799,4smpdl5j,D2S2a
1,gimaqipa,718,1,,,0,20,,300,,,,800,4smpdl5j,D2S2a
2,6fuqpyn0,676,2,,,0,20,,300,,,,800,4smpdl5j,D2S2a
3,vw3q4vds,748,3,,,0,20,,300,,,,800,4smpdl5j,D2S2a
4,noif77xp,643,4,,,0,20,,300,,,,800,4smpdl5j,D2S2a
5,rn39l4is,666,5,,,0,20,,300,,,,800,4smpdl5j,D2S2a
6,5do9lspy,698,6,,,0,20,,300,,,,800,4smpdl5j,D2S2a
7,j9bchpv5,578,7,,,0,20,,300,,,,800,4smpdl5j,D2S2a
8,19n9q2ei,596,8,,,0,20,,300,,,,800,4smpdl5j,D2S2a
9,3frs3wxz,618,9,,,0,20,,300,,,,800,4smpdl5j,D2S2a
1,miw7moqh,636,1,45,45,310,1,3,300,45,20,10,801,ox960rm4,D2S2b
2,kq2ka3ln,636,2,45,45,310,1,3,300,45,20,10,801,ox960rm4,D2S2b
3,1ouo0i2u,676,3,45,45,310,1,3,300,45,20,10,801,ox960rm4,D2S2b
4,iul4vpdz,676,4,45,45,310,1,3,300,45,20,10,801,ox960rm4,D2S2b
5,ignj8w14,646,5,46,46,309,1,3,300,45,20,10,801,ox960rm4,D2S2b
6,qpt0x4qe,738,6,45,45,310,1,3,300,45,20,10,801,ox960rm4,D2S2b
7,m2jts4f4,596,7,50,50,305,1,3,300,45,20,10,801,ox960rm4,D2S2b
8,0e3we6vt,371,8,55,55,300,1,3,300,45,20,10,801,ox960rm4,D2S2b
9,zrebyjfh,677,9,46,46,309,1,3,300,45,20,10,801,ox960rm4,D2S2b
10,99jziehz,738,10,45,45,310,1,3,300,45,20,10,801,ox960rm4,D2S2b
1,miw7moqh,636,1,15,15,20,2,3,300,15,30,20,802,ox960rm4,D2S2b
2,kq2ka3ln,636,2,15,15,20,2,3,300,15,30,20,802,ox960rm4,D2S2b
3,1ouo0i2u,676,3,15,15,20,2,3,300,15,30,20,802,ox960rm4,D2S2b
4,iul4vpdz,676,4,15,15,20,2,3,300,15,30,20,802,ox960rm4,D2S2b
5,ignj8w14,646,5,16,16,19,2,3,300,15,30,20,802,ox960rm4,D2S2b
6,qpt0x4qe,738,6,15,15,20,2,3,300,15,30,20,802,ox960rm4,D2S2b
7,m2jts4f4,596,7,16,16,19,2,3,300,15,30,20,802,ox960rm4,D2S2b
8,0e3we6vt,371,8,30,30,5,2,3,300,15,30,20,802,ox960rm4,D2S2b
9,zrebyjfh,677,9,16,16,19,2,3,300,15,30,20,802,ox960rm4,D2S2b
10,99jziehz,738,10,15,15,20,2,3,300,15,30,20,802,ox960rm4,D2S2b
1,miw7moqh,636,1,30,30,15,3,3,300,30,50,15,803,ox960rm4,D2S2b
2,kq2ka3ln,636,2,30,30,15,3,3,300,30,50,15,803,ox960rm4,D2S2b
3,1ouo0i2u,676,3,30,30,15,3,3,300,30,50,15,803,ox960rm4,D2S2b
4,iul4vpdz,676,4,30,30,15,3,3,300,30,50,15,803,ox960rm4,D2S2b
5,ignj8w14,646,5,31,31,14,3,3,300,30,50,15,803,ox960rm4,D2S2b
6,qpt0x4qe,738,6,30,30,15,3,3,300,30,50,15,803,ox960rm4,D2S2b
7,m2jts4f4,596,7,31,31,14,3,3,300,30,50,15,803,ox960rm4,D2S2b
8,0e3we6vt,371,8,40,40,5,3,3,300,30,50,15,803,ox960rm4,D2S2b
9,zrebyjfh,677,9,31,31,14,3,3,300,30,50,15,803,ox960rm4,D2S2b
10,99jziehz,738,10,30,30,15,3,3,300,30,50,15,803,ox960rm4,D2S2b
1,miw7moqh,636,1,25,25,15,4,1,300,20,25,10,804,ox960rm4,D2S2b
2,kq2ka3ln,636,2,25,25,15,4,1,300,20,25,10,804,ox960rm4,D2S2b
3,1ouo0i2u,676,3,25,25,15,4,1,300,20,25,10,804,ox960rm4,D2S2b
4,iul4vpdz,676,4,25,25,15,4,1,300,20,25,10,804,ox960rm4,D2S2b
5,ignj8w14,646,5,26,26,13,4,1,300,20,25,10,804,ox960rm4,D2S2b
6,qpt0x4qe,738,6,25,25,15,4,1,300,20,25,10,804,ox960rm4,D2S2b
7,m2jts4f4,596,7,26,26,13,4,1,300,20,25,10,804,ox960rm4,D2S2b
8,0e3we6vt,371,8,35,35,-5,4,1,300,20,25,10,804,ox960rm4,D2S2b
9,zrebyjfh,677,9,26,26,13,4,1,300,20,25,10,804,ox960rm4,D2S2b
10,99jziehz,738,10,25,25,15,4,1,300,20,25,10,804,ox960rm4,D2S2b
1,miw7moqh,636,1,40,40,20,5,1,300,40,30,15,805,ox960rm4,D2S2b
2,kq2ka3ln,636,2,40,40,20,5,1,300,40,30,15,805,ox960rm4,D2S2b
3,1ouo0i2u,676,3,40,40,20,5,1,300,40,30,15,805,ox960rm4,D2S2b
4,iul4vpdz,676,4,40,40,20,5,1,300,40,30,15,805,ox960rm4,D2S2b
5,ignj8w14,646,5,41,41,18,5,1,300,40,30,15,805,ox960rm4,D2S2b
6,qpt0x4qe,738,6,40,40,20,5,1,300,40,30,15,805,ox960rm4,D2S2b
7,m2jts4f4,596,7,41,41,18,5,1,300,40,30,15,805,ox960rm4,D2S2b
8,0e3we6vt,371,8,50,50,0,5,1,300,40,30,15,805,ox960rm4,D2S2b
9,zrebyjfh,677,9,41,41,18,5,1,300,40,30,15,805,ox960rm4,D2S2b
10,99jziehz,738,10,40,40,20,5,1,300,40,30,15,805,ox960rm4,D2S2b
1,miw7moqh,636,1,60,60,10,6,1,300,60,30,20,806,ox960rm4,D2S2b
2,kq2ka3ln,636,2,60,60,10,6,1,300,60,30,20,806,ox960rm4,D2S2b
3,1ouo0i2u,676,3,60,60,10,6,1,300,60,30,20,806,ox960rm4,D2S2b
4,iul4vpdz,676,4,60,60,10,6,1,300,60,30,20,806,ox960rm4,D2S2b
5,ignj8w14,646,5,61,61,8,6,1,300,60,30,20,806,ox960rm4,D2S2b
6,qpt0x4qe,738,6,30,30,20,6,1,300,60,30,20,806,ox960rm4,D2S2b
7,m2jts4f4,596,7,60,60,10,6,1,300,60,30,20,806,ox960rm4,D2S2b
8,0e3we6vt,371,8,50,50,0,6,1,300,60,30,20,806,ox960rm4,D2S2b
9,zrebyjfh,677,9,31,31,19,6,1,300,60,30,20,806,ox960rm4,D2S2b
10,99jziehz,738,10,30,30,20,6,1,300,60,30,20,806,ox960rm4,D2S2b
1,miw7moqh,636,1,40,40,5,7,1,300,40,15,15,807,ox960rm4,D2S2b
2,kq2ka3ln,636,2,40,40,5,7,1,300,40,15,15,807,ox960rm4,D2S2b
3,1ouo0i2u,676,3,40,40,5,7,1,300,40,15,15,807,ox960rm4,D2S2b
4,iul4vpdz,676,4,40,40,5,7,1,300,40,15,15,807,ox960rm4,D2S2b
5,ignj8w14,646,5,16,16,14,7,1,300,40,15,15,807,ox960rm4,D2S2b
6,qpt0x4qe,738,6,15,15,15,7,1,300,40,15,15,807,ox960rm4,D2S2b
7,m2jts4f4,596,7,41,41,3,7,1,300,40,15,15,807,ox960rm4,D2S2b
8,0e3we6vt,371,8,35,35,-5,7,1,300,40,15,15,807,ox960rm4,D2S2b
9,zrebyjfh,677,9,41,41,3,7,1,300,40,15,15,807,ox960rm4,D2S2b
10,99jziehz,738,10,15,15,15,7,1,300,40,15,15,807,ox960rm4,D2S2b
1,miw7moqh,636,1,25,25,20,8,1,300,25,15,15,808,ox960rm4,D2S2b
2,kq2ka3ln,636,2,25,25,20,8,1,300,25,15,15,808,ox960rm4,D2S2b
3,1ouo0i2u,676,3,25,25,20,8,1,300,25,15,15,808,ox960rm4,D2S2b
4,iul4vpdz,676,4,25,25,20,8,1,300,25,15,15,808,ox960rm4,D2S2b
5,ignj8w14,646,5,26,26,18,8,1,300,25,15,15,808,ox960rm4,D2S2b
6,qpt0x4qe,738,6,25,25,20,8,1,300,25,15,15,808,ox960rm4,D2S2b
7,m2jts4f4,596,7,26,26,18,8,1,300,25,15,15,808,ox960rm4,D2S2b
8,0e3we6vt,371,8,35,35,0,8,1,300,25,15,15,808,ox960rm4,D2S2b
9,zrebyjfh,677,9,26,26,18,8,1,300,25,15,15,808,ox960rm4,D2S2b
10,99jziehz,738,10,25,25,20,8,1,300,25,15,15,808,ox960rm4,D2S2b
1,miw7moqh,636,1,50,50,30,9,1,300,50,40,20,809,ox960rm4,D2S2b
2,kq2ka3ln,636,2,50,50,30,9,1,300,50,40,20,809,ox960rm4,D2S2b
3,1ouo0i2u,676,3,50,50,30,9,1,300,50,40,20,809,ox960rm4,D2S2b
4,iul4vpdz,676,4,50,50,30,9,1,300,50,40,20,809,ox960rm4,D2S2b
5,ignj8w14,646,5,51,51,28,9,1,300,50,40,20,809,ox960rm4,D2S2b
6,qpt0x4qe,738,6,50,50,30,9,1,300,50,40,20,809,ox960rm4,D2S2b
7,m2jts4f4,596,7,51,51,28,9,1,300,50,40,20,809,ox960rm4,D2S2b
8,0e3we6vt,371,8,60,60,10,9,1,300,50,40,20,809,ox960rm4,D2S2b
9,zrebyjfh,677,9,41,41,19,9,1,300,50,40,20,809,ox960rm4,D2S2b
10,99jziehz,738,10,50,50,30,9,1,300,50,40,20,809,ox960rm4,D2S2b
1,miw7moqh,636,1,45,45,5,10,1,300,30,45,10,810,ox960rm4,D2S2b
2,kq2ka3ln,636,2,45,45,5,10,1,300,30,45,10,810,ox960rm4,D2S2b
3,1ouo0i2u,676,3,45,45,5,10,1,300,30,45,10,810,ox960rm4,D2S2b
4,iul4vpdz,676,4,45,45,5,10,1,300,30,45,10,810,ox960rm4,D2S2b
5,ignj8w14,646,5,31,31,9,10,1,300,30,45,10,810,ox960rm4,D2S2b
6,qpt0x4qe,738,6,30,30,10,10,1,300,30,45,10,810,ox960rm4,D2S2b
7,m2jts4f4,596,7,46,46,3,10,1,300,30,45,10,810,ox960rm4,D2S2b
8,0e3we6vt,371,8,45,45,5,10,1,300,30,45,10,810,ox960rm4,D2S2b
9,zrebyjfh,677,9,31,31,9,10,1,300,30,45,10,810,ox960rm4,D2S2b
10,99jziehz,738,10,30,30,10,10,1,300,30,45,10,810,ox960rm4,D2S2b
1,miw7moqh,636,1,45,45,5,11,1,300,45,20,15,811,ox960rm4,D2S2b
2,kq2ka3ln,636,2,45,45,5,11,1,300,45,20,15,811,ox960rm4,D2S2b
3,1ouo0i2u,676,3,45,45,5,11,1,300,45,20,15,811,ox960rm4,D2S2b
4,iul4vpdz,676,4,45,45,5,11,1,300,45,20,15,811,ox960rm4,D2S2b
5,ignj8w14,646,5,21,21,14,11,1,300,45,20,15,811,ox960rm4,D2S2b
6,qpt0x4qe,738,6,20,20,15,11,1,300,45,20,15,811,ox960rm4,D2S2b
7,m2jts4f4,596,7,46,46,3,11,1,300,45,20,15,811,ox960rm4,D2S2b
8,0e3we6vt,371,8,30,30,5,11,1,300,45,20,15,811,ox960rm4,D2S2b
9,zrebyjfh,677,9,21,21,14,11,1,300,45,20,15,811,ox960rm4,D2S2b
10,99jziehz,738,10,20,20,15,11,1,300,45,20,15,811,ox960rm4,D2S2b
1,miw7moqh,636,1,40,40,20,12,1,300,40,30,15,812,ox960rm4,D2S2b
2,kq2ka3ln,636,2,40,40,20,12,1,300,40,30,15,812,ox960rm4,D2S2b
3,1ouo0i2u,676,3,40,40,20,12,1,300,40,30,15,812,ox960rm4,D2S2b
4,iul4vpdz,676,4,40,40,20,12,1,300,40,30,15,812,ox960rm4,D2S2b
5,ignj8w14,646,5,41,41,18,12,1,300,40,30,15,812,ox960rm4,D2S2b
6,qpt0x4qe,738,6,40,40,20,12,1,300,40,30,15,812,ox960rm4,D2S2b
7,m2jts4f4,596,7,41,41,18,12,1,300,40,30,15,812,ox960rm4,D2S2b
8,0e3we6vt,371,8,45,45,10,12,1,300,40,30,15,812,ox960rm4,D2S2b
9,zrebyjfh,677,9,41,41,18,12,1,300,40,30,15,812,ox960rm4,D2S2b
10,99jziehz,738,10,40,40,20,12,1,300,40,30,15,812,ox960rm4,D2S2b
1,miw7moqh,636,1,35,35,25,13,1,300,20,35,20,813,ox960rm4,D2S2b
2,kq2ka3ln,636,2,35,35,25,13,1,300,20,35,20,813,ox960rm4,D2S2b
3,1ouo0i2u,676,3,35,35,25,13,1,300,20,35,20,813,ox960rm4,D2S2b
4,iul4vpdz,676,4,35,35,25,13,1,300,20,35,20,813,ox960rm4,D2S2b
5,ignj8w14,646,5,36,36,23,13,1,300,20,35,20,813,ox960rm4,D2S2b
6,qpt0x4qe,738,6,35,35,25,13,1,300,20,35,20,813,ox960rm4,D2S2b
7,m2jts4f4,596,7,36,36,23,13,1,300,20,35,20,813,ox960rm4,D2S2b
8,0e3we6vt,371,8,35,35,25,13,1,300,20,35,20,813,ox960rm4,D2S2b
9,zrebyjfh,677,9,36,36,23,13,1,300,20,35,20,813,ox960rm4,D2S2b
10,99jziehz,738,10,35,35,25,13,1,300,20,35,20,813,ox960rm4,D2S2b
1,miw7moqh,636,1,30,30,10,14,1,300,30,10,15,814,ox960rm4,D2S2b
2,kq2ka3ln,636,2,30,30,10,14,1,300,30,10,15,814,ox960rm4,D2S2b
3,1ouo0i2u,676,3,30,30,10,14,1,300,30,10,15,814,ox960rm4,D2S2b
4,iul4vpdz,676,4,30,30,10,14,1,300,30,10,15,814,ox960rm4,D2S2b
5,ignj8w14,646,5,11,11,14,14,1,300,30,10,15,814,ox960rm4,D2S2b
6,qpt0x4qe,738,6,10,10,15,14,1,300,30,10,15,814,ox960rm4,D2S2b
7,m2jts4f4,596,7,11,11,14,14,1,300,30,10,15,814,ox960rm4,D2S2b
8,0e3we6vt,371,8,35,35,0,14,1,300,30,10,15,814,ox960rm4,D2S2b
9,zrebyjfh,677,9,11,11,14,14,1,300,30,10,15,814,ox960rm4,D2S2b
10,99jziehz,738,10,10,10,15,14,1,300,30,10,15,814,ox960rm4,D2S2b
1,miw7moqh,636,1,40,40,6,15,1,300,30,40,8,815,ox960rm4,D2S2b
2,kq2ka3ln,636,2,40,40,6,15,1,300,30,40,8,815,ox960rm4,D2S2b
3,1ouo0i2u,676,3,40,40,6,15,1,300,30,40,8,815,ox960rm4,D2S2b
4,iul4vpdz,676,4,40,40,6,15,1,300,30,40,8,815,ox960rm4,D2S2b
5,ignj8w14,646,5,31,31,7,15,1,300,30,40,8,815,ox960rm4,D2S2b
6,qpt0x4qe,738,6,30,30,8,15,1,300,30,40,8,815,ox960rm4,D2S2b
7,m2jts4f4,596,7,31,31,7,15,1,300,30,40,8,815,ox960rm4,D2S2b
8,0e3we6vt,371,8,45,45,-4,15,1,300,30,40,8,815,ox960rm4,D2S2b
9,zrebyjfh,677,9,31,31,7,15,1,300,30,40,8,815,ox960rm4,D2S2b
10,99jziehz,738,10,30,30,8,15,1,300,30,40,8,815,ox960rm4,D2S2b
1,miw7moqh,636,1,,,0,16,,300,,,,816,ox960rm4,D2S2b
2,kq2ka3ln,636,2,,,0,16,,300,,,,816,ox960rm4,D2S2b
3,1ouo0i2u,676,3,,,0,16,,300,,,,816,ox960rm4,D2S2b
4,iul4vpdz,676,4,,,0,16,,300,,,,816,ox960rm4,D2S2b
5,ignj8w14,646,5,,,0,16,,300,,,,816,ox960rm4,D2S2b
6,qpt0x4qe,738,6,,,0,16,,300,,,,816,ox960rm4,D2S2b
7,m2jts4f4,596,7,,,0,16,,300,,,,816,ox960rm4,D2S2b
8,0e3we6vt,371,8,,,0,16,,300,,,,816,ox960rm4,D2S2b
9,zrebyjfh,677,9,,,0,16,,300,,,,816,ox960rm4,D2S2b
10,99jziehz,738,10,,,0,16,,300,,,,816,ox960rm4,D2S2b
1,miw7moqh,636,1,,,0,17,,300,,,,817,ox960rm4,D2S2b
2,kq2ka3ln,636,2,,,0,17,,300,,,,817,ox960rm4,D2S2b
3,1ouo0i2u,676,3,,,0,17,,300,,,,817,ox960rm4,D2S2b
4,iul4vpdz,676,4,,,0,17,,300,,,,817,ox960rm4,D2S2b
5,ignj8w14,646,5,,,0,17,,300,,,,817,ox960rm4,D2S2b
6,qpt0x4qe,738,6,,,0,17,,300,,,,817,ox960rm4,D2S2b
7,m2jts4f4,596,7,,,0,17,,300,,,,817,ox960rm4,D2S2b
8,0e3we6vt,371,8,,,0,17,,300,,,,817,ox960rm4,D2S2b
9,zrebyjfh,677,9,,,0,17,,300,,,,817,ox960rm4,D2S2b
10,99jziehz,738,10,,,0,17,,300,,,,817,ox960rm4,D2S2b
1,miw7moqh,636,1,,,0,18,,300,,,,818,ox960rm4,D2S2b
2,kq2ka3ln,636,2,,,0,18,,300,,,,818,ox960rm4,D2S2b
3,1ouo0i2u,676,3,,,0,18,,300,,,,818,ox960rm4,D2S2b
4,iul4vpdz,676,4,,,0,18,,300,,,,818,ox960rm4,D2S2b
5,ignj8w14,646,5,,,0,18,,300,,,,818,ox960rm4,D2S2b
6,qpt0x4qe,738,6,,,0,18,,300,,,,818,ox960rm4,D2S2b
7,m2jts4f4,596,7,,,0,18,,300,,,,818,ox960rm4,D2S2b
8,0e3we6vt,371,8,,,0,18,,300,,,,818,ox960rm4,D2S2b
9,zrebyjfh,677,9,,,0,18,,300,,,,818,ox960rm4,D2S2b
10,99jziehz,738,10,,,0,18,,300,,,,818,ox960rm4,D2S2b
1,miw7moqh,636,1,,,0,19,,300,,,,819,ox960rm4,D2S2b
2,kq2ka3ln,636,2,,,0,19,,300,,,,819,ox960rm4,D2S2b
3,1ouo0i2u,676,3,,,0,19,,300,,,,819,ox960rm4,D2S2b
4,iul4vpdz,676,4,,,0,19,,300,,,,819,ox960rm4,D2S2b
5,ignj8w14,646,5,,,0,19,,300,,,,819,ox960rm4,D2S2b
6,qpt0x4qe,738,6,,,0,19,,300,,,,819,ox960rm4,D2S2b
7,m2jts4f4,596,7,,,0,19,,300,,,,819,ox960rm4,D2S2b
8,0e3we6vt,371,8,,,0,19,,300,,,,819,ox960rm4,D2S2b
9,zrebyjfh,677,9,,,0,19,,300,,,,819,ox960rm4,D2S2b
10,99jziehz,738,10,,,0,19,,300,,,,819,ox960rm4,D2S2b
1,miw7moqh,636,1,,,0,20,,300,,,,820,ox960rm4,D2S2b
2,kq2ka3ln,636,2,,,0,20,,300,,,,820,ox960rm4,D2S2b
3,1ouo0i2u,676,3,,,0,20,,300,,,,820,ox960rm4,D2S2b
4,iul4vpdz,676,4,,,0,20,,300,,,,820,ox960rm4,D2S2b
5,ignj8w14,646,5,,,0,20,,300,,,,820,ox960rm4,D2S2b
6,qpt0x4qe,738,6,,,0,20,,300,,,,820,ox960rm4,D2S2b
7,m2jts4f4,596,7,,,0,20,,300,,,,820,ox960rm4,D2S2b
8,0e3we6vt,371,8,,,0,20,,300,,,,820,ox960rm4,D2S2b
9,zrebyjfh,677,9,,,0,20,,300,,,,820,ox960rm4,D2S2b
10,99jziehz,738,10,,,0,20,,300,,,,820,ox960rm4,D2S2b
1,ohdc9hrt,628,1,48,48,307,1,3,300,45,20,10,821,lhgco7bc,D2S3b
2,1jcs9dpr,673,2,45,45,310,1,3,300,45,20,10,821,lhgco7bc,D2S3b
3,bf87nnsw,636,3,45,45,310,1,3,300,45,20,10,821,lhgco7bc,D2S3b
4,qoainqa5,631,4,45,45,310,1,3,300,45,20,10,821,lhgco7bc,D2S3b
5,atxuba9s,668,5,45,45,310,1,3,300,45,20,10,821,lhgco7bc,D2S3b
6,1debjyhj,648,6,46,46,309,1,3,300,45,20,10,821,lhgco7bc,D2S3b
7,sl8ehq2z,718,7,45,45,310,1,3,300,45,20,10,821,lhgco7bc,D2S3b
8,ng500p60,686,8,45,45,310,1,3,300,45,20,10,821,lhgco7bc,D2S3b
9,jepwczwl,586,9,46,46,309,1,3,300,45,20,10,821,lhgco7bc,D2S3b
10,08a1z4jw,686,10,55,55,300,1,3,300,45,20,10,821,lhgco7bc,D2S3b
1,ohdc9hrt,628,1,20,20,15,2,3,300,15,30,20,822,lhgco7bc,D2S3b
2,1jcs9dpr,673,2,15,15,20,2,3,300,15,30,20,822,lhgco7bc,D2S3b
3,bf87nnsw,636,3,15,15,20,2,3,300,15,30,20,822,lhgco7bc,D2S3b
4,qoainqa5,631,4,15,15,20,2,3,300,15,30,20,822,lhgco7bc,D2S3b
5,atxuba9s,668,5,15,15,20,2,3,300,15,30,20,822,lhgco7bc,D2S3b
6,1debjyhj,648,6,16,16,19,2,3,300,15,30,20,822,lhgco7bc,D2S3b
7,sl8ehq2z,718,7,15,15,20,2,3,300,15,30,20,822,lhgco7bc,D2S3b
8,ng500p60,686,8,15,15,20,2,3,300,15,30,20,822,lhgco7bc,D2S3b
9,jepwczwl,586,9,15,15,20,2,3,300,15,30,20,822,lhgco7bc,D2S3b
10,08a1z4jw,686,10,15,15,20,2,3,300,15,30,20,822,lhgco7bc,D2S3b
1,ohdc9hrt,628,1,30,30,15,3,3,300,30,50,15,823,lhgco7bc,D2S3b
2,1jcs9dpr,673,2,30,30,15,3,3,300,30,50,15,823,lhgco7bc,D2S3b
3,bf87nnsw,636,3,30,30,15,3,3,300,30,50,15,823,lhgco7bc,D2S3b
4,qoainqa5,631,4,30,30,15,3,3,300,30,50,15,823,lhgco7bc,D2S3b
5,atxuba9s,668,5,30,30,15,3,3,300,30,50,15,823,lhgco7bc,D2S3b
6,1debjyhj,648,6,31,31,14,3,3,300,30,50,15,823,lhgco7bc,D2S3b
7,sl8ehq2z,718,7,30,30,15,3,3,300,30,50,15,823,lhgco7bc,D2S3b
8,ng500p60,686,8,30,30,15,3,3,300,30,50,15,823,lhgco7bc,D2S3b
9,jepwczwl,586,9,35,35,10,3,3,300,30,50,15,823,lhgco7bc,D2S3b
10,08a1z4jw,686,10,30,30,15,3,3,300,30,50,15,823,lhgco7bc,D2S3b
1,ohdc9hrt,628,1,25,25,15,4,1,300,20,25,10,824,lhgco7bc,D2S3b
2,1jcs9dpr,673,2,25,25,15,4,1,300,20,25,10,824,lhgco7bc,D2S3b
3,bf87nnsw,636,3,25,25,15,4,1,300,20,25,10,824,lhgco7bc,D2S3b
4,qoainqa5,631,4,25,25,15,4,1,300,20,25,10,824,lhgco7bc,D2S3b
5,atxuba9s,668,5,25,25,15,4,1,300,20,25,10,824,lhgco7bc,D2S3b
6,1debjyhj,648,6,25,25,15,4,1,300,20,25,10,824,lhgco7bc,D2S3b
7,sl8ehq2z,718,7,25,25,15,4,1,300,20,25,10,824,lhgco7bc,D2S3b
8,ng500p60,686,8,25,25,15,4,1,300,20,25,10,824,lhgco7bc,D2S3b
9,jepwczwl,586,9,22,22,8,4,1,300,20,25,10,824,lhgco7bc,D2S3b
10,08a1z4jw,686,10,25,25,15,4,1,300,20,25,10,824,lhgco7bc,D2S3b
1,ohdc9hrt,628,1,40,40,20,5,1,300,40,30,15,825,lhgco7bc,D2S3b
2,1jcs9dpr,673,2,40,40,20,5,1,300,40,30,15,825,lhgco7bc,D2S3b
3,bf87nnsw,636,3,40,40,20,5,1,300,40,30,15,825,lhgco7bc,D2S3b
4,qoainqa5,631,4,40,40,20,5,1,300,40,30,15,825,lhgco7bc,D2S3b
5,atxuba9s,668,5,40,40,20,5,1,300,40,30,15,825,lhgco7bc,D2S3b
6,1debjyhj,648,6,40,40,20,5,1,300,40,30,15,825,lhgco7bc,D2S3b
7,sl8ehq2z,718,7,40,40,20,5,1,300,40,30,15,825,lhgco7bc,D2S3b
8,ng500p60,686,8,40,40,20,5,1,300,40,30,15,825,lhgco7bc,D2S3b
9,jepwczwl,586,9,41,41,18,5,1,300,40,30,15,825,lhgco7bc,D2S3b
10,08a1z4jw,686,10,40,40,20,5,1,300,40,30,15,825,lhgco7bc,D2S3b
1,ohdc9hrt,628,1,60,60,10,6,1,300,60,30,20,826,lhgco7bc,D2S3b
2,1jcs9dpr,673,2,60,60,10,6,1,300,60,30,20,826,lhgco7bc,D2S3b
3,bf87nnsw,636,3,60,60,10,6,1,300,60,30,20,826,lhgco7bc,D2S3b
