Session,matchId,roundId,groupId,clientId,Gender,Topic,Grade,Siblings,Month,Year,payoff,role,roleName,choice,choiceTime,equilibriumChoice,winningChoice
LILA-Burbank-S10,13,0,0,0,Female,Art / Music,6,1,sep.,2006,20,0,Player 1,1,6438,1,0
LILA-Burbank-S10,15,0,0,0,Female,Art / Music,6,1,sep.,2006,40,2,Player 3,2,8365,1,1
LILA-Burbank-S10,17,0,0,0,Female,Art / Music,6,1,sep.,2006,20,1,Player 2,1,9533,0,0
LILA-Burbank-S10,19,0,0,0,Female,Art / Music,6,1,sep.,2006,20,0,Player 1,1,16392,1,0
LILA-Burbank-S10,3,0,0,1,Male,Art / Music,6,0,nov.,2005,20,0,Player 1,1,12065,0,0
LILA-Burbank-S10,4,0,0,1,Male,Art / Music,6,0,nov.,2005,40,1,Player 2,1,20345,1,1
LILA-Burbank-S10,6,0,0,1,Male,Art / Music,6,0,nov.,2005,40,0,Player 1,0,12985,1,1
LILA-Burbank-S10,8,0,0,1,Male,Art / Music,6,0,nov.,2005,40,2,Player 3,2,7765,1,1
LILA-Burbank-S10,9,0,0,1,Male,Art / Music,6,0,nov.,2005,40,0,Player 1,1,13676,1,1
LILA-Burbank-S10,6,0,0,2,Male,Art / Music,6,2 or more,dec.,2005,40,1,Player 2,0,5505,1,1
LILA-Burbank-S10,14,0,0,2,Male,Art / Music,6,2 or more,dec.,2005,20,0,Player 1,2,6567,1,0
LILA-Burbank-S10,18,0,0,2,Male,Art / Music,6,2 or more,dec.,2005,20,1,Player 2,1,11142,0,0
