"","Session","Order","Game","matchId","roundId","groupId","clientId","Gender","Grade","Siblings","role","decision","payoff","Age","Track3"
"761","D1S2","HD-BOS","BOS1",4,4,4,4,"M",6,"1","red","red",1,138,"Low"
"762","D1S2","HD-BOS","BOS1",4,5,4,4,"M",6,"1","red","red",6,138,"Low"
"763","D1S2","HD-BOS","BOS1",4,6,4,4,"M",6,"1","red","red",1,138,"Low"
"764","D1S2","HD-BOS","BOS1",4,7,4,4,"M",6,"1","red","red",1,138,"Low"
"765","D1S2","HD-BOS","BOS1",4,8,4,4,"M",6,"1","red","red",1,138,"Low"
"766","D1S2","HD-BOS","BOS1",4,9,4,4,"M",6,"1","red","red",1,138,"Low"
"767","D1S2","HD-BOS","BOS1",4,10,4,4,"M",6,"1","red","red",6,138,"Low"
"768","D1S2","HD-BOS","BOS1",4,11,4,4,"M",6,"1","red","red",1,138,"Low"
"769","D1S2","HD-BOS","BOS1",4,12,4,4,"M",6,"1","red","red",1,138,"Low"
"770","D1S2","HD-BOS","BOS1",4,13,4,4,"M",6,"1","red","red",6,138,"Low"
"771","D1S2","HD-BOS","BOS1",4,14,4,4,"M",6,"1","red","red",6,138,"Low"
"772","D1S2","HD-BOS","BOS1",4,15,4,4,"M",6,"1","red","red",1,138,"Low"
"773","D1S2","HD-BOS","BOS1",4,16,4,4,"M",6,"1","red","red",1,138,"Low"
"774","D1S2","HD-BOS","BOS1",4,17,4,4,"M",6,"1","red","red",1,138,"Low"
"775","D1S2","HD-BOS","BOS2",5,0,4,4,"M",6,"1","green","green",1,138,"Low"
"776","D1S2","HD-BOS","BOS2",5,1,4,4,"M",6,"1","green","green",1,138,"Low"
"777","D1S2","HD-BOS","BOS2",5,2,4,4,"M",6,"1","green","red",2,138,"Low"
"778","D1S2","HD-BOS","BOS2",5,3,4,4,"M",6,"1","green","green",1,138,"Low"
"779","D1S2","HD-BOS","BOS2",5,4,4,4,"M",6,"1","green","green",1,138,"Low"
"780","D1S2","HD-BOS","BOS2",5,5,4,4,"M",6,"1","green","red",2,138,"Low"
"781","D1S2","HD-BOS","BOS2",5,6,4,4,"M",6,"1","green","green",1,138,"Low"
"782","D1S2","HD-BOS","BOS2",5,7,4,4,"M",6,"1","green","red",2,138,"Low"
"783","D1S2","HD-BOS","BOS2",5,8,4,4,"M",6,"1","green","green",1,138,"Low"
"784","D1S2","HD-BOS","BOS2",5,9,4,4,"M",6,"1","green","red",2,138,"Low"
"785","D1S2","HD-BOS","BOS2",5,10,4,4,"M",6,"1","green","green",1,138,"Low"
"786","D1S2","HD-BOS","BOS2",5,11,4,4,"M",6,"1","green","green",1,138,"Low"
"787","D1S2","HD-BOS","BOS2",5,12,4,4,"M",6,"1","green","red",2,138,"Low"
"788","D1S2","HD-BOS","BOS2",5,13,4,4,"M",6,"1","green","green",1,138,"Low"
"789","D1S2","HD-BOS","BOS2",5,14,4,4,"M",6,"1","green","red",2,138,"Low"
"790","D1S2","HD-BOS","BOS2",5,15,4,4,"M",6,"1","green","red",2,138,"Low"
"791","D1S2","HD-BOS","BOS2",5,16,4,4,"M",6,"1","green","red",2,138,"Low"
"792","D1S2","HD-BOS","BOS2",5,17,4,4,"M",6,"1","green","red",2,138,"Low"
"793","D1S2","HD-BOS","HD1",2,0,5,5,"M",7,"1","blue","in",2,156,"regular"
"794","D1S2","HD-BOS","HD1",2,1,5,5,"M",7,"1","blue","out",3,156,"regular"
"795","D1S2","HD-BOS","HD1",2,2,5,5,"M",7,"1","blue","in",2,156,"regular"
"796","D1S2","HD-BOS","HD1",2,3,5,5,"M",7,"1","blue","in",2,156,"regular"
"797","D1S2","HD-BOS","HD1",2,4,5,5,"M",7,"1","blue","in",2,156,"regular"
"798","D1S2","HD-BOS","HD1",2,5,5,5,"M",7,"1","blue","out",3,156,"regular"
"799","D1S2","HD-BOS","HD1",2,6,5,5,"M",7,"1","blue","in",2,156,"regular"
"800","D1S2","HD-BOS","HD1",2,7,5,5,"M",7,"1","blue","out",3,156,"regular"
"801","D1S2","HD-BOS","HD1",2,8,5,5,"M",7,"1","blue","in",2,156,"regular"
"802","D1S2","HD-BOS","HD1",2,9,5,5,"M",7,"1","blue","out",3,156,"regular"
"803","D1S2","HD-BOS","HD1",2,10,5,5,"M",7,"1","blue","in",2,156,"regular"
"804","D1S2","HD-BOS","HD1",2,11,5,5,"M",7,"1","blue","in",2,156,"regular"
"805","D1S2","HD-BOS","HD1",2,12,5,5,"M",7,"1","blue","in",2,156,"regular"
"806","D1S2","HD-BOS","HD1",2,13,5,5,"M",7,"1","blue","out",3,156,"regular"
"807","D1S2","HD-BOS","HD1",2,14,5,5,"M",7,"1","blue","in",2,156,"regular"
"808","D1S2","HD-BOS","HD1",2,15,5,5,"M",7,"1","blue","out",3,156,"regular"
"809","D1S2","HD-BOS","HD1",2,16,5,5,"M",7,"1","blue","in",2,156,"regular"
"810","D1S2","HD-BOS","HD1",2,17,5,5,"M",7,"1","blue","out",3,156,"regular"
"811","D1S2","HD-BOS","HD2",3,0,5,5,"M",7,"1","blue","in",2,156,"regular"
"812","D1S2","HD-BOS","HD2",3,1,5,5,"M",7,"1","blue","in",2,156,"regular"
"813","D1S2","HD-BOS","HD2",3,2,5,5,"M",7,"1","blue","out",3,156,"regular"
"814","D1S2","HD-BOS","HD2",3,3,5,5,"M",7,"1","blue","in",5,156,"regular"
"815","D1S2","HD-BOS","HD2",3,4,5,5,"M",7,"1","blue","in",2,156,"regular"
"816","D1S2","HD-BOS","HD2",3,5,5,5,"M",7,"1","blue","out",3,156,"regular"
"817","D1S2","HD-BOS","HD2",3,6,5,5,"M",7,"1","blue","in",5,156,"regular"
"818","D1S2","HD-BOS","HD2",3,7,5,5,"M",7,"1","blue","in",2,156,"regular"
"819","D1S2","HD-BOS","HD2",3,8,5,5,"M",7,"1","blue","out",3,156,"regular"
"820","D1S2","HD-BOS","HD2",3,9,5,5,"M",7,"1","blue","in",2,156,"regular"
"821","D1S2","HD-BOS","HD2",3,10,5,5,"M",7,"1","blue","in",5,156,"regular"
"822","D1S2","HD-BOS","HD2",3,11,5,5,"M",7,"1","blue","in",2,156,"regular"
"823","D1S2","HD-BOS","HD2",3,12,5,5,"M",7,"1","blue","out",3,156,"regular"
"824","D1S2","HD-BOS","HD2",3,13,5,5,"M",7,"1","blue","in",5,156,"regular"
"825","D1S2","HD-BOS","HD2",3,14,5,5,"M",7,"1","blue","in",5,156,"regular"
"826","D1S2","HD-BOS","HD2",3,15,5,5,"M",7,"1","blue","in",5,156,"regular"
"827","D1S2","HD-BOS","HD2",3,16,5,5,"M",7,"1","blue","in",2,156,"regular"
"828","D1S2","HD-BOS","HD2",3,17,5,5,"M",7,"1","blue","out",3,156,"regular"
"829","D1S2","HD-BOS","BOS1",4,0,5,5,"M",7,"1","red","green",2,156,"regular"
"830","D1S2","HD-BOS","BOS1",4,1,5,5,"M",7,"1","red","red",1,156,"regular"
"831","D1S2","HD-BOS","BOS1",4,2,5,5,"M",7,"1","red","red",1,156,"regular"
"832","D1S2","HD-BOS","BOS1",4,3,5,5,"M",7,"1","red","green",1,156,"regular"
"833","D1S2","HD-BOS","BOS1",4,4,5,5,"M",7,"1","red","green",2,156,"regular"
"834","D1S2","HD-BOS","BOS1",4,5,5,5,"M",7,"1","red","red",1,156,"regular"
"835","D1S2","HD-BOS","BOS1",4,6,5,5,"M",7,"1","red","red",1,156,"regular"
"836","D1S2","HD-BOS","BOS1",4,7,5,5,"M",7,"1","red","red",6,156,"regular"
"837","D1S2","HD-BOS","BOS1",4,8,5,5,"M",7,"1","red","red",1,156,"regular"
"838","D1S2","HD-BOS","BOS1",4,9,5,5,"M",7,"1","red","red",1,156,"regular"
"839","D1S2","HD-BOS","BOS1",4,10,5,5,"M",7,"1","red","red",1,156,"regular"
"840","D1S2","HD-BOS","BOS1",4,11,5,5,"M",7,"1","red","green",2,156,"regular"
"841","D1S2","HD-BOS","BOS1",4,12,5,5,"M",7,"1","red","red",1,156,"regular"
"842","D1S2","HD-BOS","BOS1",4,13,5,5,"M",7,"1","red","red",1,156,"regular"
"843","D1S2","HD-BOS","BOS1",4,14,5,5,"M",7,"1","red","red",1,156,"regular"
"844","D1S2","HD-BOS","BOS1",4,15,5,5,"M",7,"1","red","green",2,156,"regular"
"845","D1S2","HD-BOS","BOS1",4,16,5,5,"M",7,"1","red","red",1,156,"regular"
"846","D1S2","HD-BOS","BOS1",4,17,5,5,"M",7,"1","red","red",1,156,"regular"
"847","D1S2","HD-BOS","BOS2",5,0,5,5,"M",7,"1","green","green",4,156,"regular"
"848","D1S2","HD-BOS","BOS2",5,1,5,5,"M",7,"1","green","red",2,156,"regular"
"849","D1S2","HD-BOS","BOS2",5,2,5,5,"M",7,"1","green","red",2,156,"regular"
"850","D1S2","HD-BOS","BOS2",5,3,5,5,"M",7,"1","green","green",1,156,"regular"
"851","D1S2","HD-BOS","BOS2",5,4,5,5,"M",7,"1","green","green",1,156,"regular"
"852","D1S2","HD-BOS","BOS2",5,5,5,5,"M",7,"1","green","green",1,156,"regular"
"853","D1S2","HD-BOS","BOS2",5,6,5,5,"M",7,"1","green","green",1,156,"regular"
"854","D1S2","HD-BOS","BOS2",5,7,5,5,"M",7,"1","green","red",2,156,"regular"
"855","D1S2","HD-BOS","BOS2",5,8,5,5,"M",7,"1","green","green",1,156,"regular"
"856","D1S2","HD-BOS","BOS2",5,9,5,5,"M",7,"1","green","red",2,156,"regular"
"857","D1S2","HD-BOS","BOS2",5,10,5,5,"M",7,"1","green","red",2,156,"regular"
"858","D1S2","HD-BOS","BOS2",5,11,5,5,"M",7,"1","green","green",1,156,"regular"
"859","D1S2","HD-BOS","BOS2",5,12,5,5,"M",7,"1","green","green",1,156,"regular"
"860","D1S2","HD-BOS","BOS2",5,13,5,5,"M",7,"1","green","green",4,156,"regular"
"861","D1S2","HD-BOS","BOS2",5,14,5,5,"M",7,"1","green","green",1,156,"regular"
"862","D1S2","HD-BOS","BOS2",5,15,5,5,"M",7,"1","green","green",1,156,"regular"
"863","D1S2","HD-BOS","BOS2",5,16,5,5,"M",7,"1","green","green",1,156,"regular"
"864","D1S2","HD-BOS","BOS2",5,17,5,5,"M",7,"1","green","green",1,156,"regular"
"865","D1S2","HD-BOS","HD1",2,0,4,6,"M",7,"0","yellow","in",5,156,"regular"
"866","D1S2","HD-BOS","HD1",2,1,4,6,"M",7,"0","yellow","out",3,156,"regular"
"867","D1S2","HD-BOS","HD1",2,2,4,6,"M",7,"0","yellow","in",2,156,"regular"
"868","D1S2","HD-BOS","HD1",2,3,4,6,"M",7,"0","yellow","in",2,156,"regular"
"869","D1S2","HD-BOS","HD1",2,4,4,6,"M",7,"0","yellow","in",2,156,"regular"
"870","D1S2","HD-BOS","HD1",2,5,4,6,"M",7,"0","yellow","in",5,156,"regular"
"871","D1S2","HD-BOS","HD1",2,6,4,6,"M",7,"0","yellow","in",2,156,"regular"
"872","D1S2","HD-BOS","HD1",2,7,4,6,"M",7,"0","yellow","in",2,156,"regular"
"873","D1S2","HD-BOS","HD1",2,8,4,6,"M",7,"0","yellow","in",2,156,"regular"
"874","D1S2","HD-BOS","HD1",2,9,4,6,"M",7,"0","yellow","in",5,156,"regular"
"875","D1S2","HD-BOS","HD1",2,10,4,6,"M",7,"0","yellow","in",2,156,"regular"
"876","D1S2","HD-BOS","HD1",2,11,4,6,"M",7,"0","yellow","in",5,156,"regular"
"877","D1S2","HD-BOS","HD1",2,12,4,6,"M",7,"0","yellow","in",2,156,"regular"
"878","D1S2","HD-BOS","HD1",2,13,4,6,"M",7,"0","yellow","in",2,156,"regular"
"879","D1S2","HD-BOS","HD1",2,14,4,6,"M",7,"0","yellow","in",5,156,"regular"
"880","D1S2","HD-BOS","HD1",2,15,4,6,"M",7,"0","yellow","in",5,156,"regular"
"881","D1S2","HD-BOS","HD1",2,16,4,6,"M",7,"0","yellow","in",2,156,"regular"
"882","D1S2","HD-BOS","HD1",2,17,4,6,"M",7,"0","yellow","in",5,156,"regular"
"883","D1S2","HD-BOS","HD2",3,0,3,6,"M",7,"0","yellow","in",2,156,"regular"
"884","D1S2","HD-BOS","HD2",3,1,3,6,"M",7,"0","yellow","in",5,156,"regular"
"885","D1S2","HD-BOS","HD2",3,2,3,6,"M",7,"0","yellow","in",2,156,"regular"
"886","D1S2","HD-BOS","HD2",3,3,3,6,"M",7,"0","yellow","in",2,156,"regular"
"887","D1S2","HD-BOS","HD2",3,4,3,6,"M",7,"0","yellow","in",2,156,"regular"
"888","D1S2","HD-BOS","HD2",3,5,3,6,"M",7,"0","yellow","in",2,156,"regular"
"889","D1S2","HD-BOS","HD2",3,6,3,6,"M",7,"0","yellow","in",2,156,"regular"
"890","D1S2","HD-BOS","HD2",3,7,3,6,"M",7,"0","yellow","in",2,156,"regular"
"891","D1S2","HD-BOS","HD2",3,8,3,6,"M",7,"0","yellow","in",2,156,"regular"
"892","D1S2","HD-BOS","HD2",3,9,3,6,"M",7,"0","yellow","in",5,156,"regular"
"893","D1S2","HD-BOS","HD2",3,10,3,6,"M",7,"0","yellow","in",2,156,"regular"
"894","D1S2","HD-BOS","HD2",3,11,3,6,"M",7,"0","yellow","in",2,156,"regular"
"895","D1S2","HD-BOS","HD2",3,12,3,6,"M",7,"0","yellow","in",2,156,"regular"
"896","D1S2","HD-BOS","HD2",3,13,3,6,"M",7,"0","yellow","in",2,156,"regular"
"897","D1S2","HD-BOS","HD2",3,14,3,6,"M",7,"0","yellow","in",2,156,"regular"
"898","D1S2","HD-BOS","HD2",3,15,3,6,"M",7,"0","yellow","in",2,156,"regular"
"899","D1S2","HD-BOS","HD2",3,16,3,6,"M",7,"0","yellow","in",2,156,"regular"
"900","D1S2","HD-BOS","HD2",3,17,3,6,"M",7,"0","yellow","in",2,156,"regular"
"901","D1S2","HD-BOS","BOS1",4,0,2,6,"M",7,"0","green","green",1,156,"regular"
"902","D1S2","HD-BOS","BOS1",4,1,2,6,"M",7,"0","green","green",1,156,"regular"
"903","D1S2","HD-BOS","BOS1",4,2,2,6,"M",7,"0","green","green",1,156,"regular"
"904","D1S2","HD-BOS","BOS1",4,3,2,6,"M",7,"0","green","green",1,156,"regular"
"905","D1S2","HD-BOS","BOS1",4,4,2,6,"M",7,"0","green","green",1,156,"regular"
"906","D1S2","HD-BOS","BOS1",4,5,2,6,"M",7,"0","green","green",1,156,"regular"
"907","D1S2","HD-BOS","BOS1",4,6,2,6,"M",7,"0","green","green",1,156,"regular"
"908","D1S2","HD-BOS","BOS1",4,7,2,6,"M",7,"0","green","green",1,156,"regular"
"909","D1S2","HD-BOS","BOS1",4,8,2,6,"M",7,"0","green","green",1,156,"regular"
"910","D1S2","HD-BOS","BOS1",4,9,2,6,"M",7,"0","green","green",1,156,"regular"
"911","D1S2","HD-BOS","BOS1",4,10,2,6,"M",7,"0","green","green",1,156,"regular"
"912","D1S2","HD-BOS","BOS1",4,11,2,6,"M",7,"0","green","green",1,156,"regular"
"913","D1S2","HD-BOS","BOS1",4,12,2,6,"M",7,"0","green","green",1,156,"regular"
"914","D1S2","HD-BOS","BOS1",4,13,2,6,"M",7,"0","green","green",1,156,"regular"
"915","D1S2","HD-BOS","BOS1",4,14,2,6,"M",7,"0","green","green",1,156,"regular"
"916","D1S2","HD-BOS","BOS1",4,15,2,6,"M",7,"0","green","green",1,156,"regular"
"917","D1S2","HD-BOS","BOS1",4,16,2,6,"M",7,"0","green","green",1,156,"regular"
"918","D1S2","HD-BOS","BOS1",4,17,2,6,"M",7,"0","green","green",1,156,"regular"
"919","D1S2","HD-BOS","BOS2",5,0,1,6,"M",7,"0","red","red",6,156,"regular"
"920","D1S2","HD-BOS","BOS2",5,1,1,6,"M",7,"0","red","red",1,156,"regular"
"921","D1S2","HD-BOS","BOS2",5,2,1,6,"M",7,"0","red","red",1,156,"regular"
"922","D1S2","HD-BOS","BOS2",5,3,1,6,"M",7,"0","red","red",1,156,"regular"
"923","D1S2","HD-BOS","BOS2",5,4,1,6,"M",7,"0","red","red",6,156,"regular"
"924","D1S2","HD-BOS","BOS2",5,5,1,6,"M",7,"0","red","red",1,156,"regular"
"925","D1S2","HD-BOS","BOS2",5,6,1,6,"M",7,"0","red","red",1,156,"regular"
"926","D1S2","HD-BOS","BOS2",5,7,1,6,"M",7,"0","red","red",1,156,"regular"
"927","D1S2","HD-BOS","BOS2",5,8,1,6,"M",7,"0","red","red",1,156,"regular"
"928","D1S2","HD-BOS","BOS2",5,9,1,6,"M",7,"0","red","red",6,156,"regular"
"929","D1S2","HD-BOS","BOS2",5,10,1,6,"M",7,"0","red","red",6,156,"regular"
"930","D1S2","HD-BOS","BOS2",5,11,1,6,"M",7,"0","red","red",6,156,"regular"
"931","D1S2","HD-BOS","BOS2",5,12,1,6,"M",7,"0","red","red",1,156,"regular"
"932","D1S2","HD-BOS","BOS2",5,13,1,6,"M",7,"0","red","red",1,156,"regular"
"933","D1S2","HD-BOS","BOS2",5,14,1,6,"M",7,"0","red","green",1,156,"regular"
"934","D1S2","HD-BOS","BOS2",5,15,1,6,"M",7,"0","red","red",1,156,"regular"
"935","D1S2","HD-BOS","BOS2",5,16,1,6,"M",7,"0","red","red",1,156,"regular"
"936","D1S2","HD-BOS","BOS2",5,17,1,6,"M",7,"0","red","red",1,156,"regular"
"937","D1S2","HD-BOS","HD1",2,0,5,7,"M",6,"1","yellow","in",2,137,"Low"
"938","D1S2","HD-BOS","HD1",2,1,5,7,"M",6,"1","yellow","in",5,137,"Low"
"939","D1S2","HD-BOS","HD1",2,2,5,7,"M",6,"1","yellow","in",2,137,"Low"
"940","D1S2","HD-BOS","HD1",2,3,5,7,"M",6,"1","yellow","in",2,137,"Low"
"941","D1S2","HD-BOS","HD1",2,4,5,7,"M",6,"1","yellow","in",2,137,"Low"
"942","D1S2","HD-BOS","HD1",2,5,5,7,"M",6,"1","yellow","in",5,137,"Low"
"943","D1S2","HD-BOS","HD1",2,6,5,7,"M",6,"1","yellow","in",2,137,"Low"
"944","D1S2","HD-BOS","HD1",2,7,5,7,"M",6,"1","yellow","in",5,137,"Low"
"945","D1S2","HD-BOS","HD1",2,8,5,7,"M",6,"1","yellow","in",2,137,"Low"
"946","D1S2","HD-BOS","HD1",2,9,5,7,"M",6,"1","yellow","in",5,137,"Low"
"947","D1S2","HD-BOS","HD1",2,10,5,7,"M",6,"1","yellow","in",2,137,"Low"
"948","D1S2","HD-BOS","HD1",2,11,5,7,"M",6,"1","yellow","in",2,137,"Low"
"949","D1S2","HD-BOS","HD1",2,12,5,7,"M",6,"1","yellow","in",2,137,"Low"
"950","D1S2","HD-BOS","HD1",2,13,5,7,"M",6,"1","yellow","in",5,137,"Low"
"951","D1S2","HD-BOS","HD1",2,14,5,7,"M",6,"1","yellow","in",2,137,"Low"
"952","D1S2","HD-BOS","HD1",2,15,5,7,"M",6,"1","yellow","in",5,137,"Low"
"953","D1S2","HD-BOS","HD1",2,16,5,7,"M",6,"1","yellow","in",2,137,"Low"
"954","D1S2","HD-BOS","HD1",2,17,5,7,"M",6,"1","yellow","in",5,137,"Low"
"955","D1S2","HD-BOS","HD2",3,0,4,7,"M",6,"1","yellow","in",2,137,"Low"
"956","D1S2","HD-BOS","HD2",3,1,4,7,"M",6,"1","yellow","in",5,137,"Low"
"957","D1S2","HD-BOS","HD2",3,2,4,7,"M",6,"1","yellow","in",2,137,"Low"
"958","D1S2","HD-BOS","HD2",3,3,4,7,"M",6,"1","yellow","in",2,137,"Low"
"959","D1S2","HD-BOS","HD2",3,4,4,7,"M",6,"1","yellow","in",2,137,"Low"
"960","D1S2","HD-BOS","HD2",3,5,4,7,"M",6,"1","yellow","in",2,137,"Low"
"961","D1S2","HD-BOS","HD2",3,6,4,7,"M",6,"1","yellow","in",2,137,"Low"
"962","D1S2","HD-BOS","HD2",3,7,4,7,"M",6,"1","yellow","in",2,137,"Low"
"963","D1S2","HD-BOS","HD2",3,8,4,7,"M",6,"1","yellow","in",2,137,"Low"
"964","D1S2","HD-BOS","HD2",3,9,4,7,"M",6,"1","yellow","in",2,137,"Low"
"965","D1S2","HD-BOS","HD2",3,10,4,7,"M",6,"1","yellow","in",2,137,"Low"
"966","D1S2","HD-BOS","HD2",3,11,4,7,"M",6,"1","yellow","in",2,137,"Low"
"967","D1S2","HD-BOS","HD2",3,12,4,7,"M",6,"1","yellow","in",2,137,"Low"
"968","D1S2","HD-BOS","HD2",3,13,4,7,"M",6,"1","yellow","in",2,137,"Low"
"969","D1S2","HD-BOS","HD2",3,14,4,7,"M",6,"1","yellow","in",2,137,"Low"
"970","D1S2","HD-BOS","HD2",3,15,4,7,"M",6,"1","yellow","in",2,137,"Low"
"971","D1S2","HD-BOS","HD2",3,16,4,7,"M",6,"1","yellow","in",2,137,"Low"
"972","D1S2","HD-BOS","HD2",3,17,4,7,"M",6,"1","yellow","in",2,137,"Low"
"973","D1S2","HD-BOS","BOS1",4,0,3,7,"M",6,"1","green","green",4,137,"Low"
"974","D1S2","HD-BOS","BOS1",4,1,3,7,"M",6,"1","green","green",1,137,"Low"
"975","D1S2","HD-BOS","BOS1",4,2,3,7,"M",6,"1","green","green",1,137,"Low"
"976","D1S2","HD-BOS","BOS1",4,3,3,7,"M",6,"1","green","green",1,137,"Low"
"977","D1S2","HD-BOS","BOS1",4,4,3,7,"M",6,"1","green","green",1,137,"Low"
"978","D1S2","HD-BOS","BOS1",4,5,3,7,"M",6,"1","green","green",1,137,"Low"
"979","D1S2","HD-BOS","BOS1",4,6,3,7,"M",6,"1","green","green",1,137,"Low"
"980","D1S2","HD-BOS","BOS1",4,7,3,7,"M",6,"1","green","red",2,137,"Low"
"981","D1S2","HD-BOS","BOS1",4,8,3,7,"M",6,"1","green","green",4,137,"Low"
"982","D1S2","HD-BOS","BOS1",4,9,3,7,"M",6,"1","green","red",2,137,"Low"
"983","D1S2","HD-BOS","BOS1",4,10,3,7,"M",6,"1","green","green",4,137,"Low"
"984","D1S2","HD-BOS","BOS1",4,11,3,7,"M",6,"1","green","red",2,137,"Low"
"985","D1S2","HD-BOS","BOS1",4,12,3,7,"M",6,"1","green","green",4,137,"Low"
"986","D1S2","HD-BOS","BOS1",4,13,3,7,"M",6,"1","green","red",2,137,"Low"
"987","D1S2","HD-BOS","BOS1",4,14,3,7,"M",6,"1","green","green",4,137,"Low"
"988","D1S2","HD-BOS","BOS1",4,15,3,7,"M",6,"1","green","red",2,137,"Low"
"989","D1S2","HD-BOS","BOS1",4,16,3,7,"M",6,"1","green","green",4,137,"Low"
"990","D1S2","HD-BOS","BOS1",4,17,3,7,"M",6,"1","green","red",2,137,"Low"
"991","D1S2","HD-BOS","BOS2",5,0,2,7,"M",6,"1","red","red",1,137,"Low"
"992","D1S2","HD-BOS","BOS2",5,1,2,7,"M",6,"1","red","red",1,137,"Low"
"993","D1S2","HD-BOS","BOS2",5,2,2,7,"M",6,"1","red","red",1,137,"Low"
"994","D1S2","HD-BOS","BOS2",5,3,2,7,"M",6,"1","red","red",1,137,"Low"
"995","D1S2","HD-BOS","BOS2",5,4,2,7,"M",6,"1","red","red",1,137,"Low"
"996","D1S2","HD-BOS","BOS2",5,5,2,7,"M",6,"1","red","red",1,137,"Low"
"997","D1S2","HD-BOS","BOS2",5,6,2,7,"M",6,"1","red","red",1,137,"Low"
"998","D1S2","HD-BOS","BOS2",5,7,2,7,"M",6,"1","red","red",1,137,"Low"
"999","D1S2","HD-BOS","BOS2",5,8,2,7,"M",6,"1","red","red",1,137,"Low"
"1000","D1S2","HD-BOS","BOS2",5,9,2,7,"M",6,"1","red","green",2,137,"Low"
"1001","D1S2","HD-BOS","BOS2",5,10,2,7,"M",6,"1","red","red",1,137,"Low"
"1002","D1S2","HD-BOS","BOS2",5,11,2,7,"M",6,"1","red","red",1,137,"Low"
"1003","D1S2","HD-BOS","BOS2",5,12,2,7,"M",6,"1","red","red",1,137,"Low"
"1004","D1S2","HD-BOS","BOS2",5,13,2,7,"M",6,"1","red","red",1,137,"Low"
"1005","D1S2","HD-BOS","BOS2",5,14,2,7,"M",6,"1","red","red",1,137,"Low"
"1006","D1S2","HD-BOS","BOS2",5,15,2,7,"M",6,"1","red","red",1,137,"Low"
"1007","D1S2","HD-BOS","BOS2",5,16,2,7,"M",6,"1","red","red",1,137,"Low"
"1008","D1S2","HD-BOS","BOS2",5,17,2,7,"M",6,"1","red","green",2,137,"Low"
"1009","D1S2","HD-BOS","HD1",2,0,0,8,"M",7,"1","yellow","in",2,148,"regular"
"1010","D1S2","HD-BOS","HD1",2,1,0,8,"M",7,"1","yellow","out",3,148,"regular"
"1011","D1S2","HD-BOS","HD1",2,2,0,8,"M",7,"1","yellow","in",2,148,"regular"
"1012","D1S2","HD-BOS","HD1",2,3,0,8,"M",7,"1","yellow","in",2,148,"regular"
"1013","D1S2","HD-BOS","HD1",2,4,0,8,"M",7,"1","yellow","out",3,148,"regular"
"1014","D1S2","HD-BOS","HD1",2,5,0,8,"M",7,"1","yellow","in",2,148,"regular"
"1015","D1S2","HD-BOS","HD1",2,6,0,8,"M",7,"1","yellow","in",2,148,"regular"
"1016","D1S2","HD-BOS","HD1",2,7,0,8,"M",7,"1","yellow","out",3,148,"regular"
"1017","D1S2","HD-BOS","HD1",2,8,0,8,"M",7,"1","yellow","in",5,148,"regular"
"1018","D1S2","HD-BOS","HD1",2,9,0,8,"M",7,"1","yellow","in",2,148,"regular"
"1019","D1S2","HD-BOS","HD1",2,10,0,8,"M",7,"1","yellow","in",2,148,"regular"
"1020","D1S2","HD-BOS","HD1",2,11,0,8,"M",7,"1","yellow","out",3,148,"regular"
"1021","D1S2","HD-BOS","HD1",2,12,0,8,"M",7,"1","yellow","in",5,148,"regular"
"1022","D1S2","HD-BOS","HD1",2,13,0,8,"M",7,"1","yellow","out",3,148,"regular"
"1023","D1S2","HD-BOS","HD1",2,14,0,8,"M",7,"1","yellow","in",5,148,"regular"
"1024","D1S2","HD-BOS","HD1",2,15,0,8,"M",7,"1","yellow","in",2,148,"regular"
"1025","D1S2","HD-BOS","HD1",2,16,0,8,"M",7,"1","yellow","in",2,148,"regular"
"1026","D1S2","HD-BOS","HD1",2,17,0,8,"M",7,"1","yellow","out",3,148,"regular"
"1027","D1S2","HD-BOS","HD2",3,0,5,8,"M",7,"1","yellow","in",2,148,"regular"
"1028","D1S2","HD-BOS","HD2",3,1,5,8,"M",7,"1","yellow","in",2,148,"regular"
"1029","D1S2","HD-BOS","HD2",3,2,5,8,"M",7,"1","yellow","in",5,148,"regular"
"1030","D1S2","HD-BOS","HD2",3,3,5,8,"M",7,"1","yellow","out",3,148,"regular"
"1031","D1S2","HD-BOS","HD2",3,4,5,8,"M",7,"1","yellow","in",2,148,"regular"
"1032","D1S2","HD-BOS","HD2",3,5,5,8,"M",7,"1","yellow","in",5,148,"regular"
"1033","D1S2","HD-BOS","HD2",3,6,5,8,"M",7,"1","yellow","out",3,148,"regular"
"1034","D1S2","HD-BOS","HD2",3,7,5,8,"M",7,"1","yellow","in",2,148,"regular"
"1035","D1S2","HD-BOS","HD2",3,8,5,8,"M",7,"1","yellow","in",5,148,"regular"
"1036","D1S2","HD-BOS","HD2",3,9,5,8,"M",7,"1","yellow","in",2,148,"regular"
"1037","D1S2","HD-BOS","HD2",3,10,5,8,"M",7,"1","yellow","out",3,148,"regular"
"1038","D1S2","HD-BOS","HD2",3,11,5,8,"M",7,"1","yellow","in",2,148,"regular"
"1039","D1S2","HD-BOS","HD2",3,12,5,8,"M",7,"1","yellow","in",5,148,"regular"
"1040","D1S2","HD-BOS","HD2",3,13,5,8,"M",7,"1","yellow","out",3,148,"regular"
"1041","D1S2","HD-BOS","HD2",3,14,5,8,"M",7,"1","yellow","out",3,148,"regular"
