"","Session","Order","Game","matchId","roundId","groupId","clientId","Gender","Grade","Siblings","role","decision","payoff","Age","Track3"
"5958","D3S2","BOS-HD","HD1",4,17,4,4,"F",6,"0","blue","in",5,136,"regular"
"5959","D3S2","BOS-HD","HD2",5,0,4,4,"F",6,"0","blue","in",5,136,"regular"
"5960","D3S2","BOS-HD","HD2",5,1,4,4,"F",6,"0","blue","in",2,136,"regular"
"5961","D3S2","BOS-HD","HD2",5,2,4,4,"F",6,"0","blue","in",5,136,"regular"
"5962","D3S2","BOS-HD","HD2",5,3,4,4,"F",6,"0","blue","in",2,136,"regular"
"5963","D3S2","BOS-HD","HD2",5,4,4,4,"F",6,"0","blue","out",3,136,"regular"
"5964","D3S2","BOS-HD","HD2",5,5,4,4,"F",6,"0","blue","in",2,136,"regular"
"5965","D3S2","BOS-HD","HD2",5,6,4,4,"F",6,"0","blue","in",5,136,"regular"
"5966","D3S2","BOS-HD","HD2",5,7,4,4,"F",6,"0","blue","in",2,136,"regular"
"5967","D3S2","BOS-HD","HD2",5,8,4,4,"F",6,"0","blue","out",3,136,"regular"
"5968","D3S2","BOS-HD","HD2",5,9,4,4,"F",6,"0","blue","out",3,136,"regular"
"5969","D3S2","BOS-HD","HD2",5,10,4,4,"F",6,"0","blue","in",5,136,"regular"
"5970","D3S2","BOS-HD","HD2",5,11,4,4,"F",6,"0","blue","in",2,136,"regular"
"5971","D3S2","BOS-HD","HD2",5,12,4,4,"F",6,"0","blue","in",2,136,"regular"
"5972","D3S2","BOS-HD","HD2",5,13,4,4,"F",6,"0","blue","out",3,136,"regular"
"5973","D3S2","BOS-HD","HD2",5,14,4,4,"F",6,"0","blue","in",5,136,"regular"
"5974","D3S2","BOS-HD","HD2",5,15,4,4,"F",6,"0","blue","out",3,136,"regular"
"5975","D3S2","BOS-HD","HD2",5,16,4,4,"F",6,"0","blue","in",5,136,"regular"
"5976","D3S2","BOS-HD","HD2",5,17,4,4,"F",6,"0","blue","out",3,136,"regular"
"5977","D3S2","BOS-HD","BOS1",2,0,5,5,"F",6,"1","red","red",6,145,"regular"
"5978","D3S2","BOS-HD","BOS1",2,1,5,5,"F",6,"1","red","green",2,145,"regular"
"5979","D3S2","BOS-HD","BOS1",2,2,5,5,"F",6,"1","red","red",6,145,"regular"
"5980","D3S2","BOS-HD","BOS1",2,3,5,5,"F",6,"1","red","green",2,145,"regular"
"5981","D3S2","BOS-HD","BOS1",2,4,5,5,"F",6,"1","red","red",6,145,"regular"
"5982","D3S2","BOS-HD","BOS1",2,5,5,5,"F",6,"1","red","green",2,145,"regular"
"5983","D3S2","BOS-HD","BOS1",2,6,5,5,"F",6,"1","red","red",1,145,"regular"
"5984","D3S2","BOS-HD","BOS1",2,7,5,5,"F",6,"1","red","red",6,145,"regular"
"5985","D3S2","BOS-HD","BOS1",2,8,5,5,"F",6,"1","red","green",2,145,"regular"
"5986","D3S2","BOS-HD","BOS1",2,9,5,5,"F",6,"1","red","red",6,145,"regular"
"5987","D3S2","BOS-HD","BOS1",2,10,5,5,"F",6,"1","red","green",2,145,"regular"
"5988","D3S2","BOS-HD","BOS1",2,11,5,5,"F",6,"1","red","red",6,145,"regular"
"5989","D3S2","BOS-HD","BOS1",2,12,5,5,"F",6,"1","red","green",2,145,"regular"
"5990","D3S2","BOS-HD","BOS1",2,13,5,5,"F",6,"1","red","red",6,145,"regular"
"5991","D3S2","BOS-HD","BOS1",2,14,5,5,"F",6,"1","red","green",2,145,"regular"
"5992","D3S2","BOS-HD","BOS1",2,15,5,5,"F",6,"1","red","red",6,145,"regular"
"5993","D3S2","BOS-HD","BOS1",2,16,5,5,"F",6,"1","red","green",2,145,"regular"
"5994","D3S2","BOS-HD","BOS1",2,17,5,5,"F",6,"1","red","red",6,145,"regular"
"5995","D3S2","BOS-HD","BOS2",3,0,5,5,"F",6,"1","green","red",2,145,"regular"
"5996","D3S2","BOS-HD","BOS2",3,1,5,5,"F",6,"1","green","green",4,145,"regular"
"5997","D3S2","BOS-HD","BOS2",3,2,5,5,"F",6,"1","green","red",2,145,"regular"
"5998","D3S2","BOS-HD","BOS2",3,3,5,5,"F",6,"1","green","green",1,145,"regular"
"5999","D3S2","BOS-HD","BOS2",3,4,5,5,"F",6,"1","green","green",4,145,"regular"
"6000","D3S2","BOS-HD","BOS2",3,5,5,5,"F",6,"1","green","red",1,145,"regular"
"6001","D3S2","BOS-HD","BOS2",3,6,5,5,"F",6,"1","green","red",2,145,"regular"
"6002","D3S2","BOS-HD","BOS2",3,7,5,5,"F",6,"1","green","green",1,145,"regular"
"6003","D3S2","BOS-HD","BOS2",3,8,5,5,"F",6,"1","green","green",1,145,"regular"
"6004","D3S2","BOS-HD","BOS2",3,9,5,5,"F",6,"1","green","red",1,145,"regular"
"6005","D3S2","BOS-HD","BOS2",3,10,5,5,"F",6,"1","green","red",2,145,"regular"
"6006","D3S2","BOS-HD","BOS2",3,11,5,5,"F",6,"1","green","green",1,145,"regular"
"6007","D3S2","BOS-HD","BOS2",3,12,5,5,"F",6,"1","green","green",4,145,"regular"
"6008","D3S2","BOS-HD","BOS2",3,13,5,5,"F",6,"1","green","red",2,145,"regular"
"6009","D3S2","BOS-HD","BOS2",3,14,5,5,"F",6,"1","green","green",1,145,"regular"
"6010","D3S2","BOS-HD","BOS2",3,15,5,5,"F",6,"1","green","green",4,145,"regular"
"6011","D3S2","BOS-HD","BOS2",3,16,5,5,"F",6,"1","green","red",2,145,"regular"
"6012","D3S2","BOS-HD","BOS2",3,17,5,5,"F",6,"1","green","green",1,145,"regular"
"6013","D3S2","BOS-HD","HD1",4,0,5,5,"F",6,"1","blue","out",3,145,"regular"
"6014","D3S2","BOS-HD","HD1",4,1,5,5,"F",6,"1","blue","in",5,145,"regular"
"6015","D3S2","BOS-HD","HD1",4,2,5,5,"F",6,"1","blue","out",3,145,"regular"
"6016","D3S2","BOS-HD","HD1",4,3,5,5,"F",6,"1","blue","in",5,145,"regular"
"6017","D3S2","BOS-HD","HD1",4,4,5,5,"F",6,"1","blue","out",3,145,"regular"
"6018","D3S2","BOS-HD","HD1",4,5,5,5,"F",6,"1","blue","in",5,145,"regular"
"6019","D3S2","BOS-HD","HD1",4,6,5,5,"F",6,"1","blue","out",3,145,"regular"
"6020","D3S2","BOS-HD","HD1",4,7,5,5,"F",6,"1","blue","in",5,145,"regular"
"6021","D3S2","BOS-HD","HD1",4,8,5,5,"F",6,"1","blue","out",3,145,"regular"
"6022","D3S2","BOS-HD","HD1",4,9,5,5,"F",6,"1","blue","in",5,145,"regular"
"6023","D3S2","BOS-HD","HD1",4,10,5,5,"F",6,"1","blue","out",3,145,"regular"
"6024","D3S2","BOS-HD","HD1",4,11,5,5,"F",6,"1","blue","in",5,145,"regular"
"6025","D3S2","BOS-HD","HD1",4,12,5,5,"F",6,"1","blue","out",3,145,"regular"
"6026","D3S2","BOS-HD","HD1",4,13,5,5,"F",6,"1","blue","in",5,145,"regular"
"6027","D3S2","BOS-HD","HD1",4,14,5,5,"F",6,"1","blue","out",3,145,"regular"
"6028","D3S2","BOS-HD","HD1",4,15,5,5,"F",6,"1","blue","in",5,145,"regular"
"6029","D3S2","BOS-HD","HD1",4,16,5,5,"F",6,"1","blue","out",3,145,"regular"
"6030","D3S2","BOS-HD","HD1",4,17,5,5,"F",6,"1","blue","in",5,145,"regular"
"6031","D3S2","BOS-HD","HD2",5,0,5,5,"F",6,"1","blue","in",5,145,"regular"
"6032","D3S2","BOS-HD","HD2",5,1,5,5,"F",6,"1","blue","out",3,145,"regular"
"6033","D3S2","BOS-HD","HD2",5,2,5,5,"F",6,"1","blue","in",5,145,"regular"
"6034","D3S2","BOS-HD","HD2",5,3,5,5,"F",6,"1","blue","out",3,145,"regular"
"6035","D3S2","BOS-HD","HD2",5,4,5,5,"F",6,"1","blue","in",5,145,"regular"
"6036","D3S2","BOS-HD","HD2",5,5,5,5,"F",6,"1","blue","out",3,145,"regular"
"6037","D3S2","BOS-HD","HD2",5,6,5,5,"F",6,"1","blue","in",5,145,"regular"
"6038","D3S2","BOS-HD","HD2",5,7,5,5,"F",6,"1","blue","out",3,145,"regular"
"6039","D3S2","BOS-HD","HD2",5,8,5,5,"F",6,"1","blue","in",5,145,"regular"
"6040","D3S2","BOS-HD","HD2",5,9,5,5,"F",6,"1","blue","out",3,145,"regular"
"6041","D3S2","BOS-HD","HD2",5,10,5,5,"F",6,"1","blue","in",5,145,"regular"
"6042","D3S2","BOS-HD","HD2",5,11,5,5,"F",6,"1","blue","out",3,145,"regular"
"6043","D3S2","BOS-HD","HD2",5,12,5,5,"F",6,"1","blue","in",5,145,"regular"
"6044","D3S2","BOS-HD","HD2",5,13,5,5,"F",6,"1","blue","out",3,145,"regular"
"6045","D3S2","BOS-HD","HD2",5,14,5,5,"F",6,"1","blue","in",5,145,"regular"
"6046","D3S2","BOS-HD","HD2",5,15,5,5,"F",6,"1","blue","out",3,145,"regular"
"6047","D3S2","BOS-HD","HD2",5,16,5,5,"F",6,"1","blue","in",5,145,"regular"
"6048","D3S2","BOS-HD","HD2",5,17,5,5,"F",6,"1","blue","out",3,145,"regular"
"6049","D3S2","BOS-HD","BOS1",2,0,4,6,"M",6,"1","green","green",1,141,"regular"
"6050","D3S2","BOS-HD","BOS1",2,1,4,6,"M",6,"1","green","green",4,141,"regular"
"6051","D3S2","BOS-HD","BOS1",2,2,4,6,"M",6,"1","green","red",2,141,"regular"
"6052","D3S2","BOS-HD","BOS1",2,3,4,6,"M",6,"1","green","green",1,141,"regular"
"6053","D3S2","BOS-HD","BOS1",2,4,4,6,"M",6,"1","green","red",2,141,"regular"
"6054","D3S2","BOS-HD","BOS1",2,5,4,6,"M",6,"1","green","green",4,141,"regular"
"6055","D3S2","BOS-HD","BOS1",2,6,4,6,"M",6,"1","green","red",2,141,"regular"
"6056","D3S2","BOS-HD","BOS1",2,7,4,6,"M",6,"1","green","green",4,141,"regular"
"6057","D3S2","BOS-HD","BOS1",2,8,4,6,"M",6,"1","green","red",1,141,"regular"
"6058","D3S2","BOS-HD","BOS1",2,9,4,6,"M",6,"1","green","red",2,141,"regular"
"6059","D3S2","BOS-HD","BOS1",2,10,4,6,"M",6,"1","green","green",4,141,"regular"
"6060","D3S2","BOS-HD","BOS1",2,11,4,6,"M",6,"1","green","green",4,141,"regular"
"6061","D3S2","BOS-HD","BOS1",2,12,4,6,"M",6,"1","green","red",2,141,"regular"
"6062","D3S2","BOS-HD","BOS1",2,13,4,6,"M",6,"1","green","green",4,141,"regular"
"6063","D3S2","BOS-HD","BOS1",2,14,4,6,"M",6,"1","green","green",4,141,"regular"
"6064","D3S2","BOS-HD","BOS1",2,15,4,6,"M",6,"1","green","red",2,141,"regular"
"6065","D3S2","BOS-HD","BOS1",2,16,4,6,"M",6,"1","green","green",4,141,"regular"
"6066","D3S2","BOS-HD","BOS1",2,17,4,6,"M",6,"1","green","green",1,141,"regular"
"6067","D3S2","BOS-HD","BOS2",3,0,3,6,"M",6,"1","red","green",2,141,"regular"
"6068","D3S2","BOS-HD","BOS2",3,1,3,6,"M",6,"1","red","red",1,141,"regular"
"6069","D3S2","BOS-HD","BOS2",3,2,3,6,"M",6,"1","red","red",1,141,"regular"
"6070","D3S2","BOS-HD","BOS2",3,3,3,6,"M",6,"1","red","red",6,141,"regular"
"6071","D3S2","BOS-HD","BOS2",3,4,3,6,"M",6,"1","red","green",1,141,"regular"
"6072","D3S2","BOS-HD","BOS2",3,5,3,6,"M",6,"1","red","red",1,141,"regular"
"6073","D3S2","BOS-HD","BOS2",3,6,3,6,"M",6,"1","red","red",1,141,"regular"
"6074","D3S2","BOS-HD","BOS2",3,7,3,6,"M",6,"1","red","red",1,141,"regular"
"6075","D3S2","BOS-HD","BOS2",3,8,3,6,"M",6,"1","red","red",6,141,"regular"
"6076","D3S2","BOS-HD","BOS2",3,9,3,6,"M",6,"1","red","green",1,141,"regular"
"6077","D3S2","BOS-HD","BOS2",3,10,3,6,"M",6,"1","red","green",1,141,"regular"
"6078","D3S2","BOS-HD","BOS2",3,11,3,6,"M",6,"1","red","red",1,141,"regular"
"6079","D3S2","BOS-HD","BOS2",3,12,3,6,"M",6,"1","red","green",2,141,"regular"
"6080","D3S2","BOS-HD","BOS2",3,13,3,6,"M",6,"1","red","red",1,141,"regular"
"6081","D3S2","BOS-HD","BOS2",3,14,3,6,"M",6,"1","red","red",1,141,"regular"
"6082","D3S2","BOS-HD","BOS2",3,15,3,6,"M",6,"1","red","red",1,141,"regular"
"6083","D3S2","BOS-HD","BOS2",3,16,3,6,"M",6,"1","red","red",6,141,"regular"
"6084","D3S2","BOS-HD","BOS2",3,17,3,6,"M",6,"1","red","red",6,141,"regular"
"6085","D3S2","BOS-HD","HD1",4,0,2,6,"M",6,"1","yellow","out",3,141,"regular"
"6086","D3S2","BOS-HD","HD1",4,1,2,6,"M",6,"1","yellow","in",5,141,"regular"
"6087","D3S2","BOS-HD","HD1",4,2,2,6,"M",6,"1","yellow","out",3,141,"regular"
"6088","D3S2","BOS-HD","HD1",4,3,2,6,"M",6,"1","yellow","in",2,141,"regular"
"6089","D3S2","BOS-HD","HD1",4,4,2,6,"M",6,"1","yellow","out",3,141,"regular"
"6090","D3S2","BOS-HD","HD1",4,5,2,6,"M",6,"1","yellow","in",5,141,"regular"
"6091","D3S2","BOS-HD","HD1",4,6,2,6,"M",6,"1","yellow","out",3,141,"regular"
"6092","D3S2","BOS-HD","HD1",4,7,2,6,"M",6,"1","yellow","in",5,141,"regular"
"6093","D3S2","BOS-HD","HD1",4,8,2,6,"M",6,"1","yellow","out",3,141,"regular"
"6094","D3S2","BOS-HD","HD1",4,9,2,6,"M",6,"1","yellow","in",2,141,"regular"
"6095","D3S2","BOS-HD","HD1",4,10,2,6,"M",6,"1","yellow","out",3,141,"regular"
"6096","D3S2","BOS-HD","HD1",4,11,2,6,"M",6,"1","yellow","in",5,141,"regular"
"6097","D3S2","BOS-HD","HD1",4,12,2,6,"M",6,"1","yellow","out",3,141,"regular"
"6098","D3S2","BOS-HD","HD1",4,13,2,6,"M",6,"1","yellow","in",5,141,"regular"
"6099","D3S2","BOS-HD","HD1",4,14,2,6,"M",6,"1","yellow","out",3,141,"regular"
"6100","D3S2","BOS-HD","HD1",4,15,2,6,"M",6,"1","yellow","out",3,141,"regular"
"6101","D3S2","BOS-HD","HD1",4,16,2,6,"M",6,"1","yellow","in",5,141,"regular"
"6102","D3S2","BOS-HD","HD1",4,17,2,6,"M",6,"1","yellow","out",3,141,"regular"
"6103","D3S2","BOS-HD","HD2",5,0,1,6,"M",6,"1","yellow","in",2,141,"regular"
"6104","D3S2","BOS-HD","HD2",5,1,1,6,"M",6,"1","yellow","out",3,141,"regular"
"6105","D3S2","BOS-HD","HD2",5,2,1,6,"M",6,"1","yellow","out",3,141,"regular"
"6106","D3S2","BOS-HD","HD2",5,3,1,6,"M",6,"1","yellow","in",5,141,"regular"
"6107","D3S2","BOS-HD","HD2",5,4,1,6,"M",6,"1","yellow","out",3,141,"regular"
"6108","D3S2","BOS-HD","HD2",5,5,1,6,"M",6,"1","yellow","in",5,141,"regular"
"6109","D3S2","BOS-HD","HD2",5,6,1,6,"M",6,"1","yellow","out",3,141,"regular"
"6110","D3S2","BOS-HD","HD2",5,7,1,6,"M",6,"1","yellow","in",5,141,"regular"
"6111","D3S2","BOS-HD","HD2",5,8,1,6,"M",6,"1","yellow","out",3,141,"regular"
"6112","D3S2","BOS-HD","HD2",5,9,1,6,"M",6,"1","yellow","in",5,141,"regular"
"6113","D3S2","BOS-HD","HD2",5,10,1,6,"M",6,"1","yellow","out",3,141,"regular"
"6114","D3S2","BOS-HD","HD2",5,11,1,6,"M",6,"1","yellow","in",5,141,"regular"
"6115","D3S2","BOS-HD","HD2",5,12,1,6,"M",6,"1","yellow","out",3,141,"regular"
"6116","D3S2","BOS-HD","HD2",5,13,1,6,"M",6,"1","yellow","in",5,141,"regular"
"6117","D3S2","BOS-HD","HD2",5,14,1,6,"M",6,"1","yellow","out",3,141,"regular"
"6118","D3S2","BOS-HD","HD2",5,15,1,6,"M",6,"1","yellow","in",5,141,"regular"
"6119","D3S2","BOS-HD","HD2",5,16,1,6,"M",6,"1","yellow","out",3,141,"regular"
"6120","D3S2","BOS-HD","HD2",5,17,1,6,"M",6,"1","yellow","in",5,141,"regular"
"6121","D3S2","BOS-HD","BOS1",2,0,5,7,"F",6,"0","green","red",2,139,"Low"
"6122","D3S2","BOS-HD","BOS1",2,1,5,7,"F",6,"0","green","green",4,139,"Low"
"6123","D3S2","BOS-HD","BOS1",2,2,5,7,"F",6,"0","green","red",2,139,"Low"
"6124","D3S2","BOS-HD","BOS1",2,3,5,7,"F",6,"0","green","green",4,139,"Low"
"6125","D3S2","BOS-HD","BOS1",2,4,5,7,"F",6,"0","green","red",2,139,"Low"
"6126","D3S2","BOS-HD","BOS1",2,5,5,7,"F",6,"0","green","green",4,139,"Low"
"6127","D3S2","BOS-HD","BOS1",2,6,5,7,"F",6,"0","green","green",1,139,"Low"
"6128","D3S2","BOS-HD","BOS1",2,7,5,7,"F",6,"0","green","red",2,139,"Low"
"6129","D3S2","BOS-HD","BOS1",2,8,5,7,"F",6,"0","green","green",4,139,"Low"
"6130","D3S2","BOS-HD","BOS1",2,9,5,7,"F",6,"0","green","red",2,139,"Low"
"6131","D3S2","BOS-HD","BOS1",2,10,5,7,"F",6,"0","green","green",4,139,"Low"
"6132","D3S2","BOS-HD","BOS1",2,11,5,7,"F",6,"0","green","red",2,139,"Low"
"6133","D3S2","BOS-HD","BOS1",2,12,5,7,"F",6,"0","green","green",4,139,"Low"
"6134","D3S2","BOS-HD","BOS1",2,13,5,7,"F",6,"0","green","red",2,139,"Low"
"6135","D3S2","BOS-HD","BOS1",2,14,5,7,"F",6,"0","green","green",4,139,"Low"
"6136","D3S2","BOS-HD","BOS1",2,15,5,7,"F",6,"0","green","red",2,139,"Low"
"6137","D3S2","BOS-HD","BOS1",2,16,5,7,"F",6,"0","green","green",4,139,"Low"
"6138","D3S2","BOS-HD","BOS1",2,17,5,7,"F",6,"0","green","red",2,139,"Low"
"6139","D3S2","BOS-HD","BOS2",3,0,4,7,"F",6,"0","red","red",1,139,"Low"
"6140","D3S2","BOS-HD","BOS2",3,1,4,7,"F",6,"0","red","green",1,139,"Low"
"6141","D3S2","BOS-HD","BOS2",3,2,4,7,"F",6,"0","red","red",6,139,"Low"
"6142","D3S2","BOS-HD","BOS2",3,3,4,7,"F",6,"0","red","green",2,139,"Low"
"6143","D3S2","BOS-HD","BOS2",3,4,4,7,"F",6,"0","red","red",6,139,"Low"
"6144","D3S2","BOS-HD","BOS2",3,5,4,7,"F",6,"0","red","green",2,139,"Low"
"6145","D3S2","BOS-HD","BOS2",3,6,4,7,"F",6,"0","red","red",6,139,"Low"
"6146","D3S2","BOS-HD","BOS2",3,7,4,7,"F",6,"0","red","green",2,139,"Low"
"6147","D3S2","BOS-HD","BOS2",3,8,4,7,"F",6,"0","red","red",6,139,"Low"
"6148","D3S2","BOS-HD","BOS2",3,9,4,7,"F",6,"0","red","green",2,139,"Low"
"6149","D3S2","BOS-HD","BOS2",3,10,4,7,"F",6,"0","red","red",6,139,"Low"
"6150","D3S2","BOS-HD","BOS2",3,11,4,7,"F",6,"0","red","green",2,139,"Low"
"6151","D3S2","BOS-HD","BOS2",3,12,4,7,"F",6,"0","red","red",1,139,"Low"
"6152","D3S2","BOS-HD","BOS2",3,13,4,7,"F",6,"0","red","red",1,139,"Low"
"6153","D3S2","BOS-HD","BOS2",3,14,4,7,"F",6,"0","red","red",6,139,"Low"
"6154","D3S2","BOS-HD","BOS2",3,15,4,7,"F",6,"0","red","green",2,139,"Low"
"6155","D3S2","BOS-HD","BOS2",3,16,4,7,"F",6,"0","red","red",1,139,"Low"
"6156","D3S2","BOS-HD","BOS2",3,17,4,7,"F",6,"0","red","red",1,139,"Low"
"6157","D3S2","BOS-HD","HD1",4,0,3,7,"F",6,"0","yellow","in",2,139,"Low"
"6158","D3S2","BOS-HD","HD1",4,1,3,7,"F",6,"0","yellow","out",3,139,"Low"
"6159","D3S2","BOS-HD","HD1",4,2,3,7,"F",6,"0","yellow","in",2,139,"Low"
"6160","D3S2","BOS-HD","HD1",4,3,3,7,"F",6,"0","yellow","out",3,139,"Low"
"6161","D3S2","BOS-HD","HD1",4,4,3,7,"F",6,"0","yellow","in",2,139,"Low"
"6162","D3S2","BOS-HD","HD1",4,5,3,7,"F",6,"0","yellow","out",3,139,"Low"
"6163","D3S2","BOS-HD","HD1",4,6,3,7,"F",6,"0","yellow","in",2,139,"Low"
"6164","D3S2","BOS-HD","HD1",4,7,3,7,"F",6,"0","yellow","out",3,139,"Low"
"6165","D3S2","BOS-HD","HD1",4,8,3,7,"F",6,"0","yellow","in",5,139,"Low"
"6166","D3S2","BOS-HD","HD1",4,9,3,7,"F",6,"0","yellow","out",3,139,"Low"
"6167","D3S2","BOS-HD","HD1",4,10,3,7,"F",6,"0","yellow","in",2,139,"Low"
"6168","D3S2","BOS-HD","HD1",4,11,3,7,"F",6,"0","yellow","in",5,139,"Low"
"6169","D3S2","BOS-HD","HD1",4,12,3,7,"F",6,"0","yellow","in",2,139,"Low"
"6170","D3S2","BOS-HD","HD1",4,13,3,7,"F",6,"0","yellow","in",2,139,"Low"
"6171","D3S2","BOS-HD","HD1",4,14,3,7,"F",6,"0","yellow","out",3,139,"Low"
"6172","D3S2","BOS-HD","HD1",4,15,3,7,"F",6,"0","yellow","out",3,139,"Low"
"6173","D3S2","BOS-HD","HD1",4,16,3,7,"F",6,"0","yellow","out",3,139,"Low"
"6174","D3S2","BOS-HD","HD1",4,17,3,7,"F",6,"0","yellow","out",3,139,"Low"
"6175","D3S2","BOS-HD","HD2",5,0,2,7,"F",6,"0","yellow","in",2,139,"Low"
"6176","D3S2","BOS-HD","HD2",5,1,2,7,"F",6,"0","yellow","out",3,139,"Low"
"6177","D3S2","BOS-HD","HD2",5,2,2,7,"F",6,"0","yellow","in",2,139,"Low"
"6178","D3S2","BOS-HD","HD2",5,3,2,7,"F",6,"0","yellow","out",3,139,"Low"
"6179","D3S2","BOS-HD","HD2",5,4,2,7,"F",6,"0","yellow","in",5,139,"Low"
"6180","D3S2","BOS-HD","HD2",5,5,2,7,"F",6,"0","yellow","in",2,139,"Low"
"6181","D3S2","BOS-HD","HD2",5,6,2,7,"F",6,"0","yellow","out",3,139,"Low"
"6182","D3S2","BOS-HD","HD2",5,7,2,7,"F",6,"0","yellow","in",2,139,"Low"
"6183","D3S2","BOS-HD","HD2",5,8,2,7,"F",6,"0","yellow","in",2,139,"Low"
"6184","D3S2","BOS-HD","HD2",5,9,2,7,"F",6,"0","yellow","in",5,139,"Low"
"6185","D3S2","BOS-HD","HD2",5,10,2,7,"F",6,"0","yellow","in",2,139,"Low"
"6186","D3S2","BOS-HD","HD2",5,11,2,7,"F",6,"0","yellow","in",2,139,"Low"
"6187","D3S2","BOS-HD","HD2",5,12,2,7,"F",6,"0","yellow","in",2,139,"Low"
"6188","D3S2","BOS-HD","HD2",5,13,2,7,"F",6,"0","yellow","in",2,139,"Low"
"6189","D3S2","BOS-HD","HD2",5,14,2,7,"F",6,"0","yellow","in",2,139,"Low"
"6190","D3S2","BOS-HD","HD2",5,15,2,7,"F",6,"0","yellow","in",2,139,"Low"
"6191","D3S2","BOS-HD","HD2",5,16,2,7,"F",6,"0","yellow","in",2,139,"Low"
"6192","D3S2","BOS-HD","HD2",5,17,2,7,"F",6,"0","yellow","in",5,139,"Low"
"6193","D3S2","BOS-HD","BOS1",2,0,0,8,"M",6,"0","green","green",1,141,"Low"
"6194","D3S2","BOS-HD","BOS1",2,1,0,8,"M",6,"0","green","green",1,141,"Low"
"6195","D3S2","BOS-HD","BOS1",2,2,0,8,"M",6,"0","green","green",1,141,"Low"
"6196","D3S2","BOS-HD","BOS1",2,3,0,8,"M",6,"0","green","green",4,141,"Low"
"6197","D3S2","BOS-HD","BOS1",2,4,0,8,"M",6,"0","green","red",2,141,"Low"
"6198","D3S2","BOS-HD","BOS1",2,5,0,8,"M",6,"0","green","green",4,141,"Low"
"6199","D3S2","BOS-HD","BOS1",2,6,0,8,"M",6,"0","green","red",2,141,"Low"
"6200","D3S2","BOS-HD","BOS1",2,7,0,8,"M",6,"0","green","green",4,141,"Low"
"6201","D3S2","BOS-HD","BOS1",2,8,0,8,"M",6,"0","green","red",2,141,"Low"
"6202","D3S2","BOS-HD","BOS1",2,9,0,8,"M",6,"0","green","green",4,141,"Low"
"6203","D3S2","BOS-HD","BOS1",2,10,0,8,"M",6,"0","green","red",2,141,"Low"
"6204","D3S2","BOS-HD","BOS1",2,11,0,8,"M",6,"0","green","red",1,141,"Low"
"6205","D3S2","BOS-HD","BOS1",2,12,0,8,"M",6,"0","green","red",2,141,"Low"
"6206","D3S2","BOS-HD","BOS1",2,13,0,8,"M",6,"0","green","green",4,141,"Low"
"6207","D3S2","BOS-HD","BOS1",2,14,0,8,"M",6,"0","green","red",2,141,"Low"
"6208","D3S2","BOS-HD","BOS1",2,15,0,8,"M",6,"0","green","red",2,141,"Low"
"6209","D3S2","BOS-HD","BOS1",2,16,0,8,"M",6,"0","green","green",1,141,"Low"
"6210","D3S2","BOS-HD","BOS1",2,17,0,8,"M",6,"0","green","red",1,141,"Low"
"6211","D3S2","BOS-HD","BOS2",3,0,5,8,"M",6,"0","red","red",6,141,"Low"
"6212","D3S2","BOS-HD","BOS2",3,1,5,8,"M",6,"0","red","green",2,141,"Low"
"6213","D3S2","BOS-HD","BOS2",3,2,5,8,"M",6,"0","red","red",6,141,"Low"
"6214","D3S2","BOS-HD","BOS2",3,3,5,8,"M",6,"0","red","red",1,141,"Low"
"6215","D3S2","BOS-HD","BOS2",3,4,5,8,"M",6,"0","red","green",2,141,"Low"
"6216","D3S2","BOS-HD","BOS2",3,5,5,8,"M",6,"0","red","green",1,141,"Low"
"6217","D3S2","BOS-HD","BOS2",3,6,5,8,"M",6,"0","red","red",6,141,"Low"
"6218","D3S2","BOS-HD","BOS2",3,7,5,8,"M",6,"0","red","red",1,141,"Low"
"6219","D3S2","BOS-HD","BOS2",3,8,5,8,"M",6,"0","red","red",1,141,"Low"
"6220","D3S2","BOS-HD","BOS2",3,9,5,8,"M",6,"0","red","green",1,141,"Low"
"6221","D3S2","BOS-HD","BOS2",3,10,5,8,"M",6,"0","red","red",6,141,"Low"
"6222","D3S2","BOS-HD","BOS2",3,11,5,8,"M",6,"0","red","red",1,141,"Low"
"6223","D3S2","BOS-HD","BOS2",3,12,5,8,"M",6,"0","red","green",2,141,"Low"
"6224","D3S2","BOS-HD","BOS2",3,13,5,8,"M",6,"0","red","red",6,141,"Low"
"6225","D3S2","BOS-HD","BOS2",3,14,5,8,"M",6,"0","red","red",1,141,"Low"
"6226","D3S2","BOS-HD","BOS2",3,15,5,8,"M",6,"0","red","green",2,141,"Low"
"6227","D3S2","BOS-HD","BOS2",3,16,5,8,"M",6,"0","red","red",6,141,"Low"
"6228","D3S2","BOS-HD","BOS2",3,17,5,8,"M",6,"0","red","red",1,141,"Low"
"6229","D3S2","BOS-HD","HD1",4,0,4,8,"M",6,"0","yellow","out",3,141,"Low"
"6230","D3S2","BOS-HD","HD1",4,1,4,8,"M",6,"0","yellow","in",5,141,"Low"
"6231","D3S2","BOS-HD","HD1",4,2,4,8,"M",6,"0","yellow","in",5,141,"Low"
"6232","D3S2","BOS-HD","HD1",4,3,4,8,"M",6,"0","yellow","in",5,141,"Low"
"6233","D3S2","BOS-HD","HD1",4,4,4,8,"M",6,"0","yellow","in",5,141,"Low"
"6234","D3S2","BOS-HD","HD1",4,5,4,8,"M",6,"0","yellow","in",5,141,"Low"
