Order,Location,Session,Game,matchId,roundId,groupId,clientId,Gender,Grade,Older siblings,Younger siblings,role,decision,decisionTime,payoff
SH-BOS,BUR,810-G2,BOS2,8,12,3,7,F,10,0,0,green,green,547,1
SH-BOS,BUR,810-G2,BOS2,8,12,4,10,F,10,0,1,red,red,1343,5
SH-BOS,BUR,810-G2,BOS2,8,12,4,8,F,10,2,1,green,red,4391,3
SH-BOS,BUR,810-G2,BOS2,8,12,5,4,F,10,0,1,green,red,884,3
SH-BOS,BUR,810-G2,BOS2,8,12,5,2,M,10,0,1,red,red,1141,5
SH-BOS,BUR,810-G2,BOS2,8,13,0,3,M,10,0,1,red,green,484,3
SH-BOS,BUR,810-G2,BOS2,8,13,0,0,M,10,0,0,green,green,1969,5
SH-BOS,BUR,810-G2,BOS2,8,13,1,9,M,10,0,1,red,green,1000,3
SH-BOS,BUR,810-G2,BOS2,8,13,1,11,M,10,0,0,green,green,1063,5
SH-BOS,BUR,810-G2,BOS2,8,13,2,5,M,10,0,2,red,green,2200,3
SH-BOS,BUR,810-G2,BOS2,8,13,2,1,F,10,1,0,green,green,687,5
SH-BOS,BUR,810-G2,BOS2,8,13,3,6,F,10,1,1,red,green,1532,3
SH-BOS,BUR,810-G2,BOS2,8,13,3,7,F,10,0,0,green,green,486,5
SH-BOS,BUR,810-G2,BOS2,8,13,4,10,F,10,0,1,red,green,5203,3
SH-BOS,BUR,810-G2,BOS2,8,13,4,8,F,10,2,1,green,green,1735,5
SH-BOS,BUR,810-G2,BOS2,8,13,5,4,F,10,0,1,green,green,717,5
SH-BOS,BUR,810-G2,BOS2,8,13,5,2,M,10,0,1,red,green,6204,3
SH-BOS,BUR,810-G2,BOS2,8,14,0,3,M,10,0,1,red,red,984,5
SH-BOS,BUR,810-G2,BOS2,8,14,0,0,M,10,0,0,green,red,1891,3
SH-BOS,BUR,810-G2,BOS2,8,14,1,9,M,10,0,1,red,red,949,5
SH-BOS,BUR,810-G2,BOS2,8,14,1,11,M,10,0,0,green,red,953,3
SH-BOS,BUR,810-G2,BOS2,8,14,2,5,M,10,0,2,red,red,1296,5
SH-BOS,BUR,810-G2,BOS2,8,14,2,1,F,10,1,0,green,red,804,3
SH-BOS,BUR,810-G2,BOS2,8,14,3,6,F,10,1,1,red,green,1594,3
SH-BOS,BUR,810-G2,BOS2,8,14,3,7,F,10,0,0,green,green,1105,5
SH-BOS,BUR,810-G2,BOS2,8,14,4,10,F,10,0,1,red,red,6782,5
SH-BOS,BUR,810-G2,BOS2,8,14,4,8,F,10,2,1,green,red,3469,3
SH-BOS,BUR,810-G2,BOS2,8,14,5,4,F,10,0,1,green,red,891,3
SH-BOS,BUR,810-G2,BOS2,8,14,5,2,M,10,0,1,red,red,2391,5
SH-BOS,BUR,810-G2,BOS2,8,15,0,3,M,10,0,1,red,green,532,3
SH-BOS,BUR,810-G2,BOS2,8,15,0,0,M,10,0,0,green,green,7750,5
SH-BOS,BUR,810-G2,BOS2,8,15,1,9,M,10,0,1,red,green,1233,3
SH-BOS,BUR,810-G2,BOS2,8,15,1,11,M,10,0,0,green,green,1844,5
SH-BOS,BUR,810-G2,BOS2,8,15,2,5,M,10,0,2,red,green,1555,3
SH-BOS,BUR,810-G2,BOS2,8,15,2,1,F,10,1,0,green,green,1000,5
SH-BOS,BUR,810-G2,BOS2,8,15,3,6,F,10,1,1,red,green,5938,3
SH-BOS,BUR,810-G2,BOS2,8,15,3,7,F,10,0,0,green,green,816,5
SH-BOS,BUR,810-G2,BOS2,8,15,4,10,F,10,0,1,red,green,1765,3
SH-BOS,BUR,810-G2,BOS2,8,15,4,8,F,10,2,1,green,green,1594,5
SH-BOS,BUR,810-G2,BOS2,8,15,5,4,F,10,0,1,green,green,1440,5
SH-BOS,BUR,810-G2,BOS2,8,15,5,2,M,10,0,1,red,green,1531,3
SH-BOS,BUR,810-G2,BOS2,8,16,0,3,M,10,0,1,red,red,766,5
SH-BOS,BUR,810-G2,BOS2,8,16,0,0,M,10,0,0,green,red,1953,3
SH-BOS,BUR,810-G2,BOS2,8,16,1,9,M,10,0,1,red,red,909,5
SH-BOS,BUR,810-G2,BOS2,8,16,1,11,M,10,0,0,green,red,1651,3
SH-BOS,BUR,810-G2,BOS2,8,16,2,5,M,10,0,2,red,red,1610,5
SH-BOS,BUR,810-G2,BOS2,8,16,2,1,F,10,1,0,green,red,828,3
SH-BOS,BUR,810-G2,BOS2,8,16,3,6,F,10,1,1,red,green,3891,3
SH-BOS,BUR,810-G2,BOS2,8,16,3,7,F,10,0,0,green,green,564,5
SH-BOS,BUR,810-G2,BOS2,8,16,4,10,F,10,0,1,red,red,2578,5
SH-BOS,BUR,810-G2,BOS2,8,16,4,8,F,10,2,1,green,red,4391,3
SH-BOS,BUR,810-G2,BOS2,8,16,5,4,F,10,0,1,green,red,770,3
SH-BOS,BUR,810-G2,BOS2,8,16,5,2,M,10,0,1,red,red,1157,5
SH-BOS,BUR,810-G2,BOS2,8,17,0,3,M,10,0,1,red,green,437,3
SH-BOS,BUR,810-G2,BOS2,8,17,0,0,M,10,0,0,green,green,1282,5
SH-BOS,BUR,810-G2,BOS2,8,17,1,9,M,10,0,1,red,green,1099,3
SH-BOS,BUR,810-G2,BOS2,8,17,1,11,M,10,0,0,green,green,1047,5
SH-BOS,BUR,810-G2,BOS2,8,17,2,5,M,10,0,2,red,green,3573,3
SH-BOS,BUR,810-G2,BOS2,8,17,2,1,F,10,1,0,green,green,828,5
SH-BOS,BUR,810-G2,BOS2,8,17,3,6,F,10,1,1,red,green,11407,3
SH-BOS,BUR,810-G2,BOS2,8,17,3,7,F,10,0,0,green,green,726,5
SH-BOS,BUR,810-G2,BOS2,8,17,4,10,F,10,0,1,red,green,1578,3
SH-BOS,BUR,810-G2,BOS2,8,17,4,8,F,10,2,1,green,green,3062,5
SH-BOS,BUR,810-G2,BOS2,8,17,5,4,F,10,0,1,green,green,773,5
SH-BOS,BUR,810-G2,BOS2,8,17,5,2,M,10,0,1,red,green,1781,3
SH-BOS,BUR,810-G2,BOS2,8,18,0,3,M,10,0,1,red,red,2297,5
SH-BOS,BUR,810-G2,BOS2,8,18,0,0,M,10,0,0,green,red,3891,3
SH-BOS,BUR,810-G2,BOS2,8,18,1,9,M,10,0,1,red,red,1890,5
SH-BOS,BUR,810-G2,BOS2,8,18,1,11,M,10,0,0,green,red,875,3
SH-BOS,BUR,810-G2,BOS2,8,18,2,5,M,10,0,2,red,red,2280,5
SH-BOS,BUR,810-G2,BOS2,8,18,2,1,F,10,1,0,green,red,797,3
SH-BOS,BUR,810-G2,BOS2,8,18,3,6,F,10,1,1,red,green,13751,3
SH-BOS,BUR,810-G2,BOS2,8,18,3,7,F,10,0,0,green,green,965,5
SH-BOS,BUR,810-G2,BOS2,8,18,4,10,F,10,0,1,red,red,2516,5
SH-BOS,BUR,810-G2,BOS2,8,18,4,8,F,10,2,1,green,red,2688,3
SH-BOS,BUR,810-G2,BOS2,8,18,5,4,F,10,0,1,green,red,912,3
SH-BOS,BUR,810-G2,BOS2,8,18,5,2,M,10,0,1,red,red,985,5
SH-BOS,BUR,810-G2,BOS2,8,19,0,3,M,10,0,1,red,green,547,3
SH-BOS,BUR,810-G2,BOS2,8,19,0,0,M,10,0,0,green,green,4735,5
SH-BOS,BUR,810-G2,BOS2,8,19,1,9,M,10,0,1,red,green,1819,3
SH-BOS,BUR,810-G2,BOS2,8,19,1,11,M,10,0,0,green,green,1250,5
SH-BOS,BUR,810-G2,BOS2,8,19,2,5,M,10,0,2,red,green,1647,3
SH-BOS,BUR,810-G2,BOS2,8,19,2,1,F,10,1,0,green,green,797,5
SH-BOS,BUR,810-G2,BOS2,8,19,3,6,F,10,1,1,red,red,7563,1
SH-BOS,BUR,810-G2,BOS2,8,19,3,7,F,10,0,0,green,green,1616,1
SH-BOS,BUR,810-G2,BOS2,8,19,4,10,F,10,0,1,red,green,8422,3
SH-BOS,BUR,810-G2,BOS2,8,19,4,8,F,10,2,1,green,green,4657,5
SH-BOS,BUR,810-G2,BOS2,8,19,5,4,F,10,0,1,green,green,797,5
SH-BOS,BUR,810-G2,BOS2,8,19,5,2,M,10,0,1,red,green,2391,3
SH-BOS,BUR,810-G2,BOS2,8,20,0,3,M,10,0,1,red,red,562,5
SH-BOS,BUR,810-G2,BOS2,8,20,0,0,M,10,0,0,green,red,3687,3
SH-BOS,BUR,810-G2,BOS2,8,20,1,9,M,10,0,1,red,red,3227,5
SH-BOS,BUR,810-G2,BOS2,8,20,1,11,M,10,0,0,green,red,750,3
SH-BOS,BUR,810-G2,BOS2,8,20,2,5,M,10,0,2,red,red,3950,5
SH-BOS,BUR,810-G2,BOS2,8,20,2,1,F,10,1,0,green,red,938,3
SH-BOS,BUR,810-G2,BOS2,8,20,3,6,F,10,1,1,red,green,1781,1
SH-BOS,BUR,810-G2,BOS2,8,20,3,7,F,10,0,0,green,red,1035,1
SH-BOS,BUR,810-G2,BOS2,8,20,4,10,F,10,0,1,red,red,2672,5
SH-BOS,BUR,810-G2,BOS2,8,20,4,8,F,10,2,1,green,red,2406,3
SH-BOS,BUR,810-G2,BOS2,8,20,5,4,F,10,0,1,green,red,1079,3
SH-BOS,BUR,810-G2,BOS2,8,20,5,2,M,10,0,1,red,red,2422,5
SH-BOS,BUR,810-G2,BOS2,8,21,0,3,M,10,0,1,red,green,1282,3
SH-BOS,BUR,810-G2,BOS2,8,21,0,0,M,10,0,0,green,green,1984,5
SH-BOS,BUR,810-G2,BOS2,8,21,1,9,M,10,0,1,red,green,4549,3
SH-BOS,BUR,810-G2,BOS2,8,21,1,11,M,10,0,0,green,green,1417,5
SH-BOS,BUR,810-G2,BOS2,8,21,2,5,M,10,0,2,red,green,2686,3
SH-BOS,BUR,810-G2,BOS2,8,21,2,1,F,10,1,0,green,green,843,5
SH-BOS,BUR,810-G2,BOS2,8,21,3,6,F,10,1,1,red,red,6032,1
SH-BOS,BUR,810-G2,BOS2,8,21,3,7,F,10,0,0,green,green,695,1
SH-BOS,BUR,810-G2,BOS2,8,21,4,10,F,10,0,1,red,green,2047,3
SH-BOS,BUR,810-G2,BOS2,8,21,4,8,F,10,2,1,green,green,1953,5
SH-BOS,BUR,810-G2,BOS2,8,21,5,4,F,10,0,1,green,green,938,5
SH-BOS,BUR,810-G2,BOS2,8,21,5,2,M,10,0,1,red,green,2110,3
SH-BOS,BUR,810-G2,BOS2,8,22,0,3,M,10,0,1,red,red,688,5
SH-BOS,BUR,810-G2,BOS2,8,22,0,0,M,10,0,0,green,red,1718,3
SH-BOS,BUR,810-G2,BOS2,8,22,1,9,M,10,0,1,red,red,1848,5
SH-BOS,BUR,810-G2,BOS2,8,22,1,11,M,10,0,0,green,red,922,3
SH-BOS,BUR,810-G2,BOS2,8,22,2,5,M,10,0,2,red,red,2565,5
SH-BOS,BUR,810-G2,BOS2,8,22,2,1,F,10,1,0,green,red,859,3
SH-BOS,BUR,810-G2,BOS2,8,22,3,6,F,10,1,1,red,green,1047,3
SH-BOS,BUR,810-G2,BOS2,8,22,3,7,F,10,0,0,green,green,1281,5
SH-BOS,BUR,810-G2,BOS2,8,22,4,10,F,10,0,1,red,red,2141,5
SH-BOS,BUR,810-G2,BOS2,8,22,4,8,F,10,2,1,green,red,2282,3
SH-BOS,BUR,810-G2,BOS2,8,22,5,4,F,10,0,1,green,red,1449,3
SH-BOS,BUR,810-G2,BOS2,8,22,5,2,M,10,0,1,red,red,1891,5
SH-BOS,BUR,810-G2,BOS2,8,23,0,3,M,10,0,1,red,green,1110,3
SH-BOS,BUR,810-G2,BOS2,8,23,0,0,M,10,0,0,green,green,1859,5
SH-BOS,BUR,810-G2,BOS2,8,23,1,9,M,10,0,1,red,green,1504,3
SH-BOS,BUR,810-G2,BOS2,8,23,1,11,M,10,0,0,green,green,953,5
SH-BOS,BUR,810-G2,BOS2,8,23,2,5,M,10,0,2,red,green,2159,3
SH-BOS,BUR,810-G2,BOS2,8,23,2,1,F,10,1,0,green,green,1016,5
SH-BOS,BUR,810-G2,BOS2,8,23,3,6,F,10,1,1,red,green,1047,3
SH-BOS,BUR,810-G2,BOS2,8,23,3,7,F,10,0,0,green,green,1981,5
SH-BOS,BUR,810-G2,BOS2,8,23,4,10,F,10,0,1,red,green,7187,3
SH-BOS,BUR,810-G2,BOS2,8,23,4,8,F,10,2,1,green,green,1922,5
SH-BOS,BUR,810-G2,BOS2,8,23,5,4,F,10,0,1,green,green,765,5
SH-BOS,BUR,810-G2,BOS2,8,23,5,2,M,10,0,1,red,green,1938,3
BOS-SH,BUR,810-G3,BOS1,5,0,0,4,F,8,0,0,red,green,5250,3
BOS-SH,BUR,810-G3,BOS1,5,0,0,2,M,8,0,2,green,green,10028,5
BOS-SH,BUR,810-G3,BOS1,5,0,1,7,M,10,1,1,red,red,5301,1
BOS-SH,BUR,810-G3,BOS1,5,0,1,6,F,10,0,1,green,green,6282,1
BOS-SH,BUR,810-G3,BOS1,5,0,2,5,F,8,0,1,green,green,5781,1
BOS-SH,BUR,810-G3,BOS1,5,0,2,3,M,8,2,0,red,red,3197,1
BOS-SH,BUR,810-G3,BOS1,5,0,3,8,M,10,1,1,red,red,3890,1
BOS-SH,BUR,810-G3,BOS1,5,0,3,1,M,10,0,2,green,green,4375,1
BOS-SH,BUR,810-G3,BOS1,5,0,4,9,M,8,0,1,green,red,1976,3
BOS-SH,BUR,810-G3,BOS1,5,0,4,0,M,8,0,2,red,red,9846,5
BOS-SH,BUR,810-G3,BOS1,5,1,0,4,F,8,0,0,red,red,1766,1
BOS-SH,BUR,810-G3,BOS1,5,1,0,2,M,8,0,2,green,green,6915,1
BOS-SH,BUR,810-G3,BOS1,5,1,1,7,M,10,1,1,red,red,5391,1
BOS-SH,BUR,810-G3,BOS1,5,1,1,6,F,10,0,1,green,green,4234,1
BOS-SH,BUR,810-G3,BOS1,5,1,2,5,F,8,0,1,green,green,3185,5
BOS-SH,BUR,810-G3,BOS1,5,1,2,3,M,8,2,0,red,green,3106,3
BOS-SH,BUR,810-G3,BOS1,5,1,3,8,M,10,1,1,red,green,6312,3
BOS-SH,BUR,810-G3,BOS1,5,1,3,1,M,10,0,2,green,green,2047,5
BOS-SH,BUR,810-G3,BOS1,5,1,4,9,M,8,0,1,green,red,2390,3
BOS-SH,BUR,810-G3,BOS1,5,1,4,0,M,8,0,2,red,red,4312,5
BOS-SH,BUR,810-G3,BOS1,5,2,0,4,F,8,0,0,red,red,1891,1
BOS-SH,BUR,810-G3,BOS1,5,2,0,2,M,8,0,2,green,green,2841,1
BOS-SH,BUR,810-G3,BOS1,5,2,1,7,M,10,1,1,red,red,1547,5
BOS-SH,BUR,810-G3,BOS1,5,2,1,6,F,10,0,1,green,red,3672,3
BOS-SH,BUR,810-G3,BOS1,5,2,2,5,F,8,0,1,green,red,1364,3
BOS-SH,BUR,810-G3,BOS1,5,2,2,3,M,8,2,0,red,red,1613,5
BOS-SH,BUR,810-G3,BOS1,5,2,3,8,M,10,1,1,red,red,4516,1
BOS-SH,BUR,810-G3,BOS1,5,2,3,1,M,10,0,2,green,green,8094,1
BOS-SH,BUR,810-G3,BOS1,5,2,4,9,M,8,0,1,green,red,1367,3
BOS-SH,BUR,810-G3,BOS1,5,2,4,0,M,8,0,2,red,red,3087,5
BOS-SH,BUR,810-G3,BOS1,5,3,0,4,F,8,0,0,red,red,1969,1
BOS-SH,BUR,810-G3,BOS1,5,3,0,2,M,8,0,2,green,green,4619,1
BOS-SH,BUR,810-G3,BOS1,5,3,1,7,M,10,1,1,red,red,5531,1
BOS-SH,BUR,810-G3,BOS1,5,3,1,6,F,10,0,1,green,green,1016,1
BOS-SH,BUR,810-G3,BOS1,5,3,2,5,F,8,0,1,green,red,985,1
BOS-SH,BUR,810-G3,BOS1,5,3,2,3,M,8,2,0,red,green,1079,1
BOS-SH,BUR,810-G3,BOS1,5,3,3,8,M,10,1,1,red,green,2672,3
BOS-SH,BUR,810-G3,BOS1,5,3,3,1,M,10,0,2,green,green,3953,5
BOS-SH,BUR,810-G3,BOS1,5,3,4,9,M,8,0,1,green,red,1357,3
BOS-SH,BUR,810-G3,BOS1,5,3,4,0,M,8,0,2,red,red,6695,5
BOS-SH,BUR,810-G3,BOS1,5,4,0,4,F,8,0,0,red,green,1031,3
BOS-SH,BUR,810-G3,BOS1,5,4,0,2,M,8,0,2,green,green,2482,5
BOS-SH,BUR,810-G3,BOS1,5,4,1,7,M,10,1,1,red,red,2422,1
BOS-SH,BUR,810-G3,BOS1,5,4,1,6,F,10,0,1,green,green,3031,1
BOS-SH,BUR,810-G3,BOS1,5,4,2,5,F,8,0,1,green,red,1089,1
BOS-SH,BUR,810-G3,BOS1,5,4,2,3,M,8,2,0,red,green,1901,1
BOS-SH,BUR,810-G3,BOS1,5,4,3,8,M,10,1,1,red,green,1687,1
BOS-SH,BUR,810-G3,BOS1,5,4,3,1,M,10,0,2,green,red,1407,1
BOS-SH,BUR,810-G3,BOS1,5,4,4,9,M,8,0,1,green,red,1067,3
BOS-SH,BUR,810-G3,BOS1,5,4,4,0,M,8,0,2,red,red,8518,5
BOS-SH,BUR,810-G3,BOS1,5,5,0,4,F,8,0,0,red,red,1453,1
BOS-SH,BUR,810-G3,BOS1,5,5,0,2,M,8,0,2,green,green,2486,1
BOS-SH,BUR,810-G3,BOS1,5,5,1,7,M,10,1,1,red,red,1672,5
BOS-SH,BUR,810-G3,BOS1,5,5,1,6,F,10,0,1,green,red,3032,3
BOS-SH,BUR,810-G3,BOS1,5,5,2,5,F,8,0,1,green,green,866,1
BOS-SH,BUR,810-G3,BOS1,5,5,2,3,M,8,2,0,red,red,1125,1
BOS-SH,BUR,810-G3,BOS1,5,5,3,8,M,10,1,1,red,red,1469,1
BOS-SH,BUR,810-G3,BOS1,5,5,3,1,M,10,0,2,green,green,1063,1
BOS-SH,BUR,810-G3,BOS1,5,5,4,9,M,8,0,1,green,red,838,3
BOS-SH,BUR,810-G3,BOS1,5,5,4,0,M,8,0,2,red,red,1341,5
BOS-SH,BUR,810-G3,BOS1,5,6,0,4,F,8,0,0,red,green,1515,3
BOS-SH,BUR,810-G3,BOS1,5,6,0,2,M,8,0,2,green,green,7785,5
BOS-SH,BUR,810-G3,BOS1,5,6,1,7,M,10,1,1,red,red,4079,1
BOS-SH,BUR,810-G3,BOS1,5,6,1,6,F,10,0,1,green,green,1344,1
BOS-SH,BUR,810-G3,BOS1,5,6,2,5,F,8,0,1,green,green,3008,1
BOS-SH,BUR,810-G3,BOS1,5,6,2,3,M,8,2,0,red,red,3020,1
BOS-SH,BUR,810-G3,BOS1,5,6,3,8,M,10,1,1,red,red,4000,1
BOS-SH,BUR,810-G3,BOS1,5,6,3,1,M,10,0,2,green,green,1297,1
BOS-SH,BUR,810-G3,BOS1,5,6,4,9,M,8,0,1,green,red,531,3
BOS-SH,BUR,810-G3,BOS1,5,6,4,0,M,8,0,2,red,red,1228,5
BOS-SH,BUR,810-G3,BOS1,5,7,0,4,F,8,0,0,red,green,1328,3
BOS-SH,BUR,810-G3,BOS1,5,7,0,2,M,8,0,2,green,green,7249,5
BOS-SH,BUR,810-G3,BOS1,5,7,1,7,M,10,1,1,red,red,3494,5
BOS-SH,BUR,810-G3,BOS1,5,7,1,6,F,10,0,1,green,red,5047,3
BOS-SH,BUR,810-G3,BOS1,5,7,2,5,F,8,0,1,green,green,2827,1
BOS-SH,BUR,810-G3,BOS1,5,7,2,3,M,8,2,0,red,red,1266,1
BOS-SH,BUR,810-G3,BOS1,5,7,3,8,M,10,1,1,red,green,1922,3
BOS-SH,BUR,810-G3,BOS1,5,7,3,1,M,10,0,2,green,green,1015,5
BOS-SH,BUR,810-G3,BOS1,5,7,4,9,M,8,0,1,green,red,1995,3
BOS-SH,BUR,810-G3,BOS1,5,7,4,0,M,8,0,2,red,red,6105,5
BOS-SH,BUR,810-G3,BOS1,5,8,0,4,F,8,0,0,red,green,1578,3
BOS-SH,BUR,810-G3,BOS1,5,8,0,2,M,8,0,2,green,green,3965,5
BOS-SH,BUR,810-G3,BOS1,5,8,1,7,M,10,1,1,red,red,12759,1
BOS-SH,BUR,810-G3,BOS1,5,8,1,6,F,10,0,1,green,green,1063,1
BOS-SH,BUR,810-G3,BOS1,5,8,2,5,F,8,0,1,green,green,2108,5
BOS-SH,BUR,810-G3,BOS1,5,8,2,3,M,8,2,0,red,green,4659,3
BOS-SH,BUR,810-G3,BOS1,5,8,3,8,M,10,1,1,red,green,1125,3
BOS-SH,BUR,810-G3,BOS1,5,8,3,1,M,10,0,2,green,green,1157,5
BOS-SH,BUR,810-G3,BOS1,5,8,4,9,M,8,0,1,green,red,1399,3
BOS-SH,BUR,810-G3,BOS1,5,8,4,0,M,8,0,2,red,red,5162,5
BOS-SH,BUR,810-G3,BOS1,5,9,0,4,F,8,0,0,red,green,1953,3
BOS-SH,BUR,810-G3,BOS1,5,9,0,2,M,8,0,2,green,green,6404,5
BOS-SH,BUR,810-G3,BOS1,5,9,1,7,M,10,1,1,red,red,1500,1
BOS-SH,BUR,810-G3,BOS1,5,9,1,6,F,10,0,1,green,green,4578,1
BOS-SH,BUR,810-G3,BOS1,5,9,2,5,F,8,0,1,green,red,1303,3
BOS-SH,BUR,810-G3,BOS1,5,9,2,3,M,8,2,0,red,red,1233,5
BOS-SH,BUR,810-G3,BOS1,5,9,3,8,M,10,1,1,red,green,1485,3
BOS-SH,BUR,810-G3,BOS1,5,9,3,1,M,10,0,2,green,green,1188,5
BOS-SH,BUR,810-G3,BOS1,5,9,4,9,M,8,0,1,green,red,921,3
BOS-SH,BUR,810-G3,BOS1,5,9,4,0,M,8,0,2,red,red,3447,5
BOS-SH,BUR,810-G3,BOS1,5,10,0,4,F,8,0,0,red,red,907,1
BOS-SH,BUR,810-G3,BOS1,5,10,0,2,M,8,0,2,green,green,4324,1
BOS-SH,BUR,810-G3,BOS1,5,10,1,7,M,10,1,1,red,red,5516,1
BOS-SH,BUR,810-G3,BOS1,5,10,1,6,F,10,0,1,green,green,844,1
BOS-SH,BUR,810-G3,BOS1,5,10,2,5,F,8,0,1,green,green,939,5
BOS-SH,BUR,810-G3,BOS1,5,10,2,3,M,8,2,0,red,green,1465,3
BOS-SH,BUR,810-G3,BOS1,5,10,3,8,M,10,1,1,red,green,1671,3
BOS-SH,BUR,810-G3,BOS1,5,10,3,1,M,10,0,2,green,green,1140,5
BOS-SH,BUR,810-G3,BOS1,5,10,4,9,M,8,0,1,green,red,1117,3
BOS-SH,BUR,810-G3,BOS1,5,10,4,0,M,8,0,2,red,red,3565,5
BOS-SH,BUR,810-G3,BOS1,5,11,0,4,F,8,0,0,red,red,1000,1
BOS-SH,BUR,810-G3,BOS1,5,11,0,2,M,8,0,2,green,green,2656,1
BOS-SH,BUR,810-G3,BOS1,5,11,1,7,M,10,1,1,red,red,5876,1
BOS-SH,BUR,810-G3,BOS1,5,11,1,6,F,10,0,1,green,green,3485,1
BOS-SH,BUR,810-G3,BOS1,5,11,2,5,F,8,0,1,green,green,1026,1
BOS-SH,BUR,810-G3,BOS1,5,11,2,3,M,8,2,0,red,red,3060,1
BOS-SH,BUR,810-G3,BOS1,5,11,3,8,M,10,1,1,red,green,1219,3
BOS-SH,BUR,810-G3,BOS1,5,11,3,1,M,10,0,2,green,green,969,5
BOS-SH,BUR,810-G3,BOS1,5,11,4,9,M,8,0,1,green,red,1549,3
BOS-SH,BUR,810-G3,BOS1,5,11,4,0,M,8,0,2,red,red,3398,5
BOS-SH,BUR,810-G3,BOS1,5,12,0,4,F,8,0,0,red,red,1140,1
BOS-SH,BUR,810-G3,BOS1,5,12,0,2,M,8,0,2,green,green,2275,1
BOS-SH,BUR,810-G3,BOS1,5,12,1,7,M,10,1,1,red,red,1922,1
BOS-SH,BUR,810-G3,BOS1,5,12,1,6,F,10,0,1,green,green,1000,1
BOS-SH,BUR,810-G3,BOS1,5,12,2,5,F,8,0,1,green,green,1877,1
BOS-SH,BUR,810-G3,BOS1,5,12,2,3,M,8,2,0,red,red,3309,1
BOS-SH,BUR,810-G3,BOS1,5,12,3,8,M,10,1,1,red,green,1313,3
BOS-SH,BUR,810-G3,BOS1,5,12,3,1,M,10,0,2,green,green,1094,5
BOS-SH,BUR,810-G3,BOS1,5,12,4,9,M,8,0,1,green,red,722,3
BOS-SH,BUR,810-G3,BOS1,5,12,4,0,M,8,0,2,red,red,2626,5
BOS-SH,BUR,810-G3,BOS1,5,13,0,4,F,8,0,0,red,red,1265,1
BOS-SH,BUR,810-G3,BOS1,5,13,0,2,M,8,0,2,green,green,3798,1
BOS-SH,BUR,810-G3,BOS1,5,13,1,7,M,10,1,1,red,red,1515,1
BOS-SH,BUR,810-G3,BOS1,5,13,1,6,F,10,0,1,green,green,1266,1
BOS-SH,BUR,810-G3,BOS1,5,13,2,5,F,8,0,1,green,red,1815,3
BOS-SH,BUR,810-G3,BOS1,5,13,2,3,M,8,2,0,red,red,1705,5
BOS-SH,BUR,810-G3,BOS1,5,13,3,8,M,10,1,1,red,green,1172,3
BOS-SH,BUR,810-G3,BOS1,5,13,3,1,M,10,0,2,green,green,1266,5
BOS-SH,BUR,810-G3,BOS1,5,13,4,9,M,8,0,1,green,red,718,3
BOS-SH,BUR,810-G3,BOS1,5,13,4,0,M,8,0,2,red,red,1819,5
BOS-SH,BUR,810-G3,BOS1,5,14,0,4,F,8,0,0,red,red,1203,1
BOS-SH,BUR,810-G3,BOS1,5,14,0,2,M,8,0,2,green,green,1331,1
BOS-SH,BUR,810-G3,BOS1,5,14,1,7,M,10,1,1,red,red,3016,1
BOS-SH,BUR,810-G3,BOS1,5,14,1,6,F,10,0,1,green,green,875,1
BOS-SH,BUR,810-G3,BOS1,5,14,2,5,F,8,0,1,green,green,1705,5
BOS-SH,BUR,810-G3,BOS1,5,14,2,3,M,8,2,0,red,green,1429,3
BOS-SH,BUR,810-G3,BOS1,5,14,3,8,M,10,1,1,red,green,1562,3
BOS-SH,BUR,810-G3,BOS1,5,14,3,1,M,10,0,2,green,green,1141,5
BOS-SH,BUR,810-G3,BOS1,5,14,4,9,M,8,0,1,green,red,547,3
BOS-SH,BUR,810-G3,BOS1,5,14,4,0,M,8,0,2,red,red,566,5
BOS-SH,BUR,810-G3,BOS1,5,15,0,4,F,8,0,0,red,green,1265,3
BOS-SH,BUR,810-G3,BOS1,5,15,0,2,M,8,0,2,green,green,5333,5
BOS-SH,BUR,810-G3,BOS1,5,15,1,7,M,10,1,1,red,red,3134,1
BOS-SH,BUR,810-G3,BOS1,5,15,1,6,F,10,0,1,green,green,1985,1
BOS-SH,BUR,810-G3,BOS1,5,15,2,5,F,8,0,1,green,red,1010,3
BOS-SH,BUR,810-G3,BOS1,5,15,2,3,M,8,2,0,red,red,1172,5
BOS-SH,BUR,810-G3,BOS1,5,15,3,8,M,10,1,1,red,green,1094,3
BOS-SH,BUR,810-G3,BOS1,5,15,3,1,M,10,0,2,green,green,1063,5
BOS-SH,BUR,810-G3,BOS1,5,15,4,9,M,8,0,1,green,red,781,3
BOS-SH,BUR,810-G3,BOS1,5,15,4,0,M,8,0,2,red,red,1943,5
BOS-SH,BUR,810-G3,BOS1,5,16,0,4,F,8,0,0,red,green,1312,3
BOS-SH,BUR,810-G3,BOS1,5,16,0,2,M,8,0,2,green,green,3206,5
BOS-SH,BUR,810-G3,BOS1,5,16,1,7,M,10,1,1,red,red,1688,1
BOS-SH,BUR,810-G3,BOS1,5,16,1,6,F,10,0,1,green,green,688,1
BOS-SH,BUR,810-G3,BOS1,5,16,2,5,F,8,0,1,green,green,767,5
BOS-SH,BUR,810-G3,BOS1,5,16,2,3,M,8,2,0,red,green,1147,3
BOS-SH,BUR,810-G3,BOS1,5,16,3,8,M,10,1,1,red,green,937,3
